probeset_id	gene_symbol
34315_at AFG3L2
35216_at ME3
38106_at NSA2
39410_at ASAP2
39837_s_at ZNF467
38689_at C22orf28
38768_at HADH
33292_at DNAL4
35761_at AASDHPPT
37324_at TFRC
39714_at SH3BGRL
40349_at CBR4
41248_at CSTF2T
2071_s_at MAPK8
34688_at CAMSAP2
38723_at OSGEP
31805_at FGFR3
34566_at CALCB
41411_at NDUFAF1
33880_at ACSL3
31980_at FOXN1
36681_at APOD
41329_at SCYL3
35171_at SPAST
35767_at GABARAPL2
39287_at LOC100131825
39294_at NR2F1
36183_at FASTK
35898_at WISP2
41600_at PA2G4
38856_at ADAMTSL3
266_s_at CD24
34585_at DLX2
40097_at EIF1AY
32807_at KBTBD2
33835_at TSPYL4
32371_at SUSD5
32294_g_at LHCGR
31842_at BCS1L
37558_at IGF2BP3
34222_at FAM5B
36251_at SYT2
32809_at ZNF24
36861_at MXRA5
41696_at GGCT
1248_at POLR2H
41040_at RPP38
31441_at ECRP
38748_at ADARB1
38326_at G0S2
31724_at SHH
38927_i_at TYR
864_at MNX1
34461_at SYCP1
34836_at RAB5C
39325_at LEFTY2
39684_at MPP3
34208_at SLC12A5
34299_at PATZ1
38631_at TNFAIP2
34029_at DMP1
958_s_at POLR2I
34127_at SLC22A13
34748_at RASGRP3
36571_at TOP2B
38636_at ISLR
39896_at DHX16
32502_at GDPD5
40068_at STX5
40695_at IMPDH1
36004_at IKBKG
36446_s_at HDGF
41178_at RPL11
39838_at CLASP1
36211_at BCL2L2
32521_at SFRP1
36538_at PPP1R13B
37577_at ARHGAP19
39677_at GINS1
38762_at DDX42
39817_s_at C6orf108
35777_at RNF4
34021_at IL2
35577_at SERPINB7
38659_at SHOC2
38754_at NUPR1
37609_at NUBP1
39588_at TNFSF12
40146_at RAP1B
41512_at BRAP
36497_at AHNAK2
33891_at CLIC4
33605_at NKX2-2
37891_at YIPF6
36028_at TCIRG1
32617_at FANCI
37596_at PLCD1
36287_at PIK3CG
33731_at SLC7A7
37833_at SERPINA6
41769_at ATP2A1
35268_at MARCH7
38652_at WBP1L
40760_at DHX57
38353_at TUBGCP3
39329_at ACTN1
39653_at POT1
33641_g_at AIF1
40064_at TRAK2
40264_g_at ZFPL1
40455_at ENDOD1
31545_at RPS18
33565_at TSHB
39683_at CRYBB1
40174_at CLCN2
34437_at TULP2
32695_at HTATSF1
39255_at PROC
31836_at MTIF2
41794_at PDE6H
40779_at KIFAP3
31803_at ICOSLG
35338_at FURIN
36493_at LSP1
38551_at L1CAM
39662_s_at GRK4
36702_at TBX19
41532_at ZBTB17
35012_at MNDA
41461_at PMS1
34883_at RNF10
37406_at MAPRE2
37958_at TMEM47
40202_at KLF9
40743_at AMPD1
31637_s_at NR1D1
39891_at ZNF710
35307_at GDI2
40139_at MTOR
33820_g_at HSPA8
36475_at GCAT
39070_at FSCN1
38464_at MOGS
34377_at ATP1A2
37069_at LOC100506454
38325_at MINPP1
34292_at TMEM187
33748_at HMHA1
35113_at SLC22A1
38178_at HSD17B2
41037_at TEAD4
39610_at HOXB2
37812_at CUX2
37640_at HPRT1
35199_at WDR37
37240_at HARS2
39079_at ERH
41396_at CLIP2
1060_g_at NTRK3
35762_at FBXO28
41209_at LPL
41271_at SLC7A8
39623_at NDP
38720_at CCT7
38666_at CYTH1
39939_at COL4A6
37845_at NCKAP1L
41414_at RHBDD3
41079_at ASIC3
41634_at SECISBP2L
34404_at COPS7A
38036_at RPIA
40873_at DVL3
40336_at FDXR
33389_at CYP51A1
36201_at GLO1
37163_at ABTB2
34565_at CSN1S1
37720_at HSPD1
37943_at ZFYVE26
37073_at EYA1
38417_at AMPD2
40521_at RGL2
32145_at ADD1
35238_at TRAF5
36061_at SEMA5A
36896_s_at ARNTL
37983_at AGTR1
35257_at APOOL
38315_at ALDH1A2
39604_at CYTIP
831_at DDX10
34257_at MAGI2
34546_at DEFA4
37272_at ITPKB
160040_at EDN3
31894_at CENPC1
40638_at SFPQ
38970_s_at TNIP1
40831_at KIAA1279
32925_at MATN4
34264_at RUSC1
319_g_at H1FX
35791_at MPDU1
33895_at SH3YL1
34796_at TRAM1
41641_at LYPD3
39339_at TMEM63A
36050_at SPATA2
37543_at ARHGEF6
36489_at PRPS1
39978_at HSD17B3
41795_at NCK1
33275_at ELK1
675_at IFITM1
38808_at ADRM1
37306_at CYFIP1
37961_at PIK3R3
38308_g_at NCDN
41274_at CRYBG3
41677_at IL15RA
33433_at FAM98A
34622_at DEFA6
40221_at TAF1C
1277_at ARHGEF16
37437_at IFT140
32696_at PBX3
40517_at TTC37
32561_at KIAA0146
40224_s_at PPP6R2
37580_at SH3GL3
38239_at CLDN18
34588_i_at AMELX
33396_at GSTP1
35396_at HAS2
40088_at NRIP1
35819_at CYC1
36807_at FAM155B
36889_at FCER1G
36990_at UCHL1
38440_s_at ARMCX6
39827_at DDIT4
33736_at STOML1
39808_at WNT11
36995_at AMBP
36060_at SRP54
36863_at HMMR
33885_at KIAA0907
38242_at BLNK
39793_at GBAS
31852_at ANKMY2
35318_at FAM20B
37298_at GABARAP
34110_g_at PRODH
40338_at MARCH6
32553_at MAZ
33232_at CRIP1
31959_at ADAM21
35852_at CRY2
35947_at TGM1
39372_at FADS1
41130_at RANBP3
33126_at GLT8D1
32716_at DGKA
33686_at SPINT3
38981_at NDUFB3
1055_g_at RFC4
35771_at DEAF1
37373_at UGP2
34899_at TTBK2
2090_i_at WNT6
34370_at ARCN1
1450_g_at PSMA4
38175_at CAND2
36822_at TAF15
38691_s_at SFTPC
37161_at RSL1D1
32694_at RARB
402_s_at ICAM3
35653_at GPS2
40821_at AHCY
37478_at SCGN
37970_at MAPK8IP3
31717_at PIN1P1
40235_at TNK2
40580_r_at PTMS
34335_at EFNB2
34913_at CACNA1S
40866_at NIPSNAP1
35120_at LOC100507605
35753_at PRPF8
37059_at GCKR
41707_at SARM1
32566_at CHPF
39060_at PSMB7
229_at CEBPZ
37195_at CYP11A1
38376_at ACADVL
31505_at RPL8
36900_at STIM1
32624_at RALGAPA1
38586_at FABP1
514_at CBLB
541_g_at HSPB2
34091_s_at VIM
34390_at P4HA2
36671_at ASNS
39597_at ABLIM3
33896_at EP300
35688_g_at MTCP1NB
36989_at DAG1
37715_at SNW1
32120_at SPAG5
34469_at ABO
1809_at CDC7
40646_at CX3CR1
33863_at HYOU1
34481_at VAV1
34767_at MOAP1
38120_at PKD2
1324_at RAD9A
36527_at RBMX2
40850_at FKBP8
39445_at B4GALT3
41635_at WTAP
1103_at ANG
34203_at CNN1
37384_at PPM1F
36650_at CCND2
38459_g_at CYB5A
38635_at SSR4
31905_at GALR2
36279_at KIAA0556
36585_at ARF4
34022_at CXCL3
33025_at TP53TG5
35663_at NPTX2
38681_at EIF3E
38983_at NDUFA6
35828_at CRIP2
41619_at IRF6
33319_at AXIN1
38472_at EFR3A
40567_at TUBA1A
31899_at EMC2
34498_at VNN2
36389_at CRTAM
39614_at SOGA2
41415_at BYSL
38061_at RPS16
39435_at PFDN1
854_at BLK
32640_at ICAM1
36053_at CDKN2C
40031_at ALDH3A1
34114_at ANKRD34C
37576_at PCP4
34776_at CDC42EP4
35803_at RND3
36175_s_at HIVEP2
32352_at PNMT
36339_at KCNV2
35020_at PHOX2B
32205_at PRKRA
36106_at APOC3
41120_at AMT
34276_at NINL
39236_s_at FAAH
39323_at INPP5E
34046_at SH3BP1
34440_at DGCR9
36044_at PDE6D
40434_at PODXL
38248_at PROSAPIP1
34014_f_at POU1F1
33357_at NCKAP1
39830_at RPL27
35368_at ZNF207
35527_at CACNA2D1
34035_at SLC10A1
38406_f_at PTGDS
33660_at RPL5
32583_at JUN
35188_at FARP2
38363_at TYROBP
39550_at GLT25D2
40123_at GBF1
956_at TUBB4B
36526_at EXTL2
36801_at GNRH1
31741_at PAX4
35944_at B3GALT4
33546_at SPRR1A
37838_at F12
32819_at HIST1H2BK
40133_s_at GRHPR
35264_at NDUFS3
35723_at NUDT1
40643_at ITGA2B
32157_at PPP1CA
36040_at SH3BGR
33817_at HNRNPA3
37367_at ATP6V1E1
33700_at SPRY2
38604_at NPY
35617_at MAPK7
31378_at PITX3
32730_at TSPYL5
33412_at LGALS1
34301_r_at KRT17
35759_at CCT2
34460_at BZRAP1
39009_at LSM3
35164_at WFS1
632_at GSK3A
34380_at STOML2
37553_at TESK1
38306_at ARFGEF1
41163_at TMED3
37216_at SBNO2
35835_at ANAPC5
39333_at COL4A1
37430_at ALOX15B
31403_at SLC18A1
41191_at PALLD
410_s_at CSNK2B
39967_at LDOC1
1736_at IGFBP6
40334_at CSTF2
38756_at RAP1A
1197_at ACTG2
706_at NR3C1
32998_at CCKAR
35360_at MICU1
1700_at BBC3
32150_at GOLGA4
34302_at EIF3G
34981_at KCNA5
39382_at TRIM2
33673_r_at UGT2B17
34042_at CHAD
34708_at FCN3
35154_at BTBD2
1771_s_at PDGFRB
33277_at MTMR2
41404_at RPS6KA4
35751_at SDHB
41808_at DMTF1
37986_at EPOR
36078_at ODZ4
32074_at DCLRE1A
36059_at LRP4
41443_at PSD4
1801_at BARD1
35760_at ATP5H
41200_at SCARB1
33567_at VIP
36561_at PCCB
31426_at GPR15
40953_at CNN3
38213_at BTK
34700_at TRIM3
138_at MAP4K1
41365_at MUC5B
33677_at RPL24
33744_at GEMIN4
967_g_at RAD54L
1804_at KLK3
35364_at NAE1
39929_at KIAA0922
31797_at TBPL1
33759_at BPGM
828_at PTGER2
35408_i_at ZNF44
37191_at PHYHIP
41216_r_at ID2
32254_at VAMP2
34669_at TFE3
34762_at RNF8
37854_at ZW10
41734_at DENND3
36388_at PTH2R
37988_at CD79B
37598_at RASSF2
37942_at GPR162
41426_at ZNF212
35829_at CADM1
33537_at KRT32
33601_at ZNF804A
36026_at PGAM2
31787_at CAMLG
37205_at FBXL7
37982_at ECI1
35371_at LRBA
39595_at RWDD2A
36635_at ATP11B
31904_at PDE2A
36577_at FERMT2
1062_g_at IL10RA
35764_at OFD1
36652_at UROS
39781_at IGFBP4
32160_at SIAH1
1507_s_at EDNRA
1598_g_at GAS6
36172_s_at AP3D1
32296_at CA5A
38632_at DNAJB5
40200_at HSF1
36462_at SMYD5
37805_at SRPX2
1635_at ABL1
38599_s_at FAM50A
38550_at APBA3
35660_at SAG
1855_at FGF3
36811_at LOXL1
210_at PLCB2
37781_at NRXN2
40910_at CAPZA1
35840_at RNF167
39155_at PSMD3
39765_at TLN2
34998_at PRMT3
41087_at DLX5
34889_at ATP6V1A
32108_at SPR
35821_at HDAC3
37070_at MPZ
35990_at ZBTB40
38969_at C19orf10
32071_at ZNF609
41439_at MYO1B
32745_at MRPL40
37175_at SERPINC1
36938_at ASAH1
36856_at PLEKHO2
32315_at RPS24
36014_at GPR126
38284_at MLL4
39732_at MAP7
38702_at POLE3
37509_at CRLF3
291_s_at TACSTD2
32149_at MSMB
34685_at PYROXD1
41872_at DFNA5
39165_at ISCU
33576_at SLITRK5
35729_at MYO1D
34492_at SFT2D2
36788_at GPC5
32736_at RAC2
36507_at ZNF282
31330_at RPS19
37459_at COL8A1
37435_s_at KCNJ6
41264_at RBM4B
36418_at PRICKLE3
36162_at BSG
33906_at SSSCA1
38347_at ELP4
1807_g_at MCF2
39068_at PPP2R5D
35305_at XPNPEP1
36604_at UBE2N
40652_at PASK
33924_at DENND5A
33472_at FMO4
36845_at MORC3
36812_at BCAR3
32575_at NAP1L4
34409_at LRP10
41210_at CPB1
32092_at SDC3
32743_at VPS13D
41283_at HNRNPH3
33284_at MPO
39965_at RAC3
33474_at GLI1
36562_at CTIF
36678_at TAGLN2
1650_g_at SMOX
34753_at VAMP7
39248_at AQP3
33972_r_at DAZL
32245_at METTL3
38233_at HOMER3
38272_at DUSP14
33860_at UBR4
32326_at TRIM52
40757_at GZMA
32608_at ZNF787
38473_at TARS
33614_at RPL18A
41826_at KIAA1467
32663_at RHAG
36833_at GLA
379_at TXNDC9
40032_at URB2
32749_s_at FLNA
34253_at NUP160
35919_at TCN1
35202_at RNGTT
36667_at PYGB
36387_at RPL13P5
37375_at PHLDB1
40818_at RBPJ
36107_at ATP5J
34789_at SERPINB6
36860_at ZC3H4
39175_at PFKP
39745_at OPA1
31845_at ELF4
41652_at COL11A2
37274_at BTD
34395_at ZBTB5
33619_at RPS13
273_g_at GRP
33981_at IL4
35501_at CXorf27
37259_at SERPINI1
38664_at CFDP1
692_s_at SOD3
41452_at ZKSCAN5
36012_at PIBF1
33113_at CITED2
35086_at C3orf32
37745_s_at ST5
38676_at HSPA13
34324_at CLN5
32917_at LCT
32577_s_at PSMC3IP
41389_s_at MOK
36062_at LPXN
38469_at TSPAN8
35401_s_at MMP17
37472_at MANBA
1115_at PF4
36686_at ALDH1A3
1834_at GPR176
32263_at CCNB2
35543_at RPGRIP1
38205_at NEUROD2
38809_s_at EXTL3
32831_at TIMM17A
40017_at PAMR1
560_s_at TAL1
36858_at RRS1
34816_at EP400
32109_at FXYD1
32740_at RAB11FIP2
33431_at FMOD
36620_at SOD1
37714_at GAP43
39338_at S100A10
39386_at MAD2L1BP
41823_at STAU1
32340_s_at YBX1
40276_at PSMD7
904_s_at TOP2A
34763_at SMC3
35165_at CCDC93
38891_at MTTP
33525_at NPY2R
39676_at MYF6
40379_at CYP2E1
39057_at KLC1
37444_at PARD6A
36271_at KIAA1024
142_at TAF4
37831_at SIPA1L3
38354_at CEBPB
946_at DYNLT1
36821_at FAM171A1
40196_at CTDSPL
35344_at LMO7
241_g_at SRM
35079_at CNTN6
40856_at SERPINF1
36859_at NME5
41012_r_at RAPGEF4
32094_at CHST3
32541_at PPP3CC
41149_at LOC81691
34210_at CD52
32766_at XRCC6
41744_at OPTN
39655_at REN
31883_at MTRR
39043_at ARPC1B
34971_at RIBC2
31806_at FMO1
649_s_at CXCR4
37616_at AUH
38260_at LAS1L
32804_at RBM5
33654_at ZNF280A
36116_at TRIP10
37697_s_at VDAC2
37575_at ATF2
35758_at RUVBL2
32349_at ANXA10
33203_s_at FOXD1
32777_at WRB
39699_at TRIP12
41765_at RPL35
41394_at PLD2
40292_at DBC1
31432_g_at FCGRT
34643_at RPS4X
36147_at SSR2
36504_at FARS2
37056_at TEC
37585_at SNRPA1
37337_at SNRPG
31791_at TP63
1308_g_at XPA
37659_at IMMT
41044_at WDR67
38413_at DAD1
40099_at ARHGEF2
37568_at GRM5
36998_s_at ATXN2
33473_at CLUL1
36933_at NDRG1
39542_at ENC1
38671_at PLXND1
824_at GSTO1
38954_at VIPR2
32275_at SLPI
32752_at NDUFA7
34894_r_at PRSS22
36238_at FOXO4
365_at CYLC1
39394_at C2orf72
37399_at AKR1C3
32248_at WDR82
32427_at CRYGD
37126_at TRIM21
38735_at KIAA0513
40228_at C21orf2
40022_at FKTN
36254_at TAC1
37829_at GAS2
41177_at LPCAT1
33386_at H1F0
37158_at SAMD14
31955_at FAU
41577_at PPP1R16B
41277_at SAP18
36010_at MEOX1
39987_at FBXL4
41807_at NACC2
1530_g_at FRY
36499_at CELSR2
36192_at SCRN1
41138_at CD99
31422_at KRT37
39748_at SLC7A1
32186_at SLC7A5
31490_at SCN5A
41175_at CBFB
38967_at C14orf2
40419_at STOM
38339_at BBOX1
40842_at SNRPA
35716_at SULT1C2
40087_at UNC13B
38643_at FAM114A1
37759_at LAPTM5
33899_at ALDH9A1
32439_at ATP4B
39031_at COX7A1
36354_at TNN
37218_at BTG3
40584_at NUP88
39660_at DEFB1
40403_at MYOC
35646_at SURF1
41250_at AIMP2
33441_at TCTA
37273_at ERBB4
32607_at BASP1
40838_at ZNF292
33996_at NMBR
34435_at AQP9
36135_at EBNA1BP2
32776_at RALB
37120_at TKTL1
37293_at CKAP5
38222_at P2RY6
40998_at MED12
39847_at NOP14
38764_at DICER1
39167_r_at SERPINH1
41007_at MYOZ3
38423_at FAM134C
37099_at ALOX5AP
37592_at CKMT2
37871_at IAPP
35340_at RAB8A
40723_at SIT1
40771_at MSN
1551_g_at MRPL28
35750_at ZC3H15
34905_at GRIK5
33146_at MCL1
39756_g_at XBP1
40726_at KIF11
35805_at GORASP2
35926_s_at LYZ
38046_at IK
1495_at LTBP1
33564_at AFM
35449_at KLRB1
32783_at FBLN2
35023_at FRK
37295_at GTF2E2
40452_at CPNE1
38558_at MAG
37966_at PARVB
41170_at ZC3H11A
39698_at HOPX
40851_r_at SEC23B
40903_at ATP6AP2
35051_at CA6
1831_at BMP5
34616_at F13B
38519_at NR1H4
33760_at PEX14
35783_at VAMP3
38298_at KCNMB1
33289_f_at ZNF263
36970_at KIAA0182
37066_at PRTN3
37194_at GATA2
32615_at DARS
34178_at ZBTB22
37009_at CAT
40876_at GYG1
38295_at PBX2
37132_at INVS
1584_at CDC25C
41398_at YTHDC2
34952_at ART4
32999_at BFSP1
35790_at VPS26A
38728_at NUP205
361_at BCL9
39697_at HSD11B2
35712_at LRRN3
37062_at GABRA2
41392_at NOP14-AS1
564_at GNA11
32576_at EIF3F
35194_at GPX2
41506_at MAPKAPK5
37563_at SRGAP3
39396_at LYPLA1
36057_at ARMCX2
162_at USP11
31660_at DKFZP434A062
33878_at EFHD1
35366_at NID1
39549_at NPAS2
37043_at ID3
595_at TNFAIP3
40203_at EIF1
34327_at HLTF
37097_at SLC17A1
36146_at OAZ2
37219_at CXCL9
39766_r_at POLR2K
41309_g_at CTBP1
37663_at DDX1
38394_at GPD1L
39767_at CCT8
34480_at CDH16
41113_at ZNF500
32051_at ALG8
33157_at INSM1
33746_at ECD
40057_at PYGM
31583_at RPS8
36751_at RGS11
41292_at HNRNPH1
32593_at RFTN1
38375_at ESD
39643_at POLG2
40311_at TFR2
988_at CEACAM1
33530_at CEACAM8
37160_at SPRR1B
31337_at GNRH2
32712_at MYT1L
34259_at KIAA0664
32581_at RAB2A
36672_at PRCP
40496_at C1S
36550_at RIN2
38135_at CEP290
36785_at HSPB1
36584_at ITIH2
35234_at RECK
33529_at ADH7
36243_at TLR1
37605_at COL2A1
38566_at COL10A1
41569_at DNAJC9
651_at RPA3
31698_at FOXC2
35316_at RRAGA
34706_at MGA
35496_at CETN1
37968_at NCR3
38323_at CPVL
36461_at TMED1
239_at CTSD
37210_at INA
36296_at LTA
37475_at WDR62
41249_at NADK
35125_at RPS6
39733_at HERPUD1
36067_at CCL19
37248_at CPZ
38314_at CIC
776_at PIGF
33920_at DIAPH1
41859_at UST
31730_at HIST1H1T
40609_at CHD8
37497_at HHEX
38502_at NUDT13
38755_at FADD
37693_at NUMB
40467_at SDHD
40690_at CKS2
36003_at PARN
33777_at TBXAS1
34188_at ATP2B1
40966_at STK39
786_at POLA1
40774_at CCT3
585_at XRCC5
33409_at FKBP2
38487_at STAB1
39648_at PEX11A
35810_at ARPC3
41606_at DRG1
40682_at GYS2
593_s_at ROS1
38933_at KIFC1
38570_at HLA-DOB
39404_s_at UPF1
37149_s_at LTF
35637_at CA5BP1
38610_s_at KRT10
35323_at EIF3B
37326_at PLP2
40406_at MST1P9
37617_at FAM190B
32060_at BNIP2
33716_at RAB22A
41192_at CCBL2
35879_at GAL
36509_at PIK3C2A
40881_at ACLY
33368_at AZIN1
36921_at DYNLT3
39098_at ELN
35232_f_at CETN3
37469_at KNTC1
631_g_at DCTD
1461_at NFKBIA
195_s_at CASP4
34405_at USP5
35068_at AGRP
37379_at SF3A3
40466_at NFYC
41698_at SLC9A8
38064_at MVP
32360_s_at TOP3B
38745_at LIPA
40404_s_at CDC16
33574_at C6orf10
41346_at LARGE
38568_at TOPORS
33512_at GUCA2B
38283_at EBAG9
33607_at HTR1E
39135_at GRAMD4
39379_at DESI2
36179_at MAPKAPK2
35802_at FNBP4
35887_at RLBP1
40454_at FAT1
33325_at RPS6KA2
38197_at KEL
33925_at NRGN
41322_s_at NHP2
41123_s_at ENPP2
33218_at ERBB2
34180_at ARHGEF10
35689_at HERC3
38301_at ADK
40365_at GNA15
35809_g_at SRSF6
36137_at CHD4
36737_at CRYBA4
36882_at HOXD9
336_at TBXA2R
38862_at SKAP1
34804_at SLC25A36
35253_at GAB2
38021_at PLEC
41663_at STX6
33730_at GPRC5A
38992_at DEK
40385_at CCL20
875_g_at CCL2
35218_at PDCD10
40507_at SLC2A1
40908_r_at CUL4A
40229_at TOM1L1
32187_at PCMTD2
35276_at CLDN4
34190_at COCH
40807_at LRRC41
32731_at APBB3
41136_s_at APP
31977_at GUCY2D
37582_at KRT15
40414_at VARS
41638_at PPWD1
34283_at XYLT1
33575_at CD226
41242_at UAP1
33456_at MAPRE1
743_at NAP1L3
39693_at TMEM109
31721_at LPA
1379_at EPHA2
1776_at RRAD
33438_at WBP2
35556_at F9
35652_g_at MAP3K4
37425_g_at CCHCR1
31570_at SIM1
37252_at SNAPC2
39711_at PRKCSH
32070_at PTPRCAP
33513_at SLAMF1
35251_at HIVEP1
40605_at SNX4
40357_at INHBA
36184_at PLOD1
33821_at ELOVL5
39509_at BBIP1
886_at DCK
39268_at KCNF1
33130_at HOXD1
927_s_at MUC1
39430_at TNKS
34452_at CRISP1
36382_at RASSF9
38444_at CSRP3
38137_at FKBP6
41705_at RFNG
1000_at MAPK3
1395_at RHOC
996_at FGF1
32586_at LARP4B
39034_at CHMP2B
35277_at SPON1
37636_at PHF16
37244_at UCHL3
31417_at HCRT
32184_at LMO2
34313_at NCOA2
41615_at CTAGE5
40054_at FTSJD2
39964_at RP2
37334_at HNRNPA0
40693_at KCNB1
36631_at PRDX3
37768_at MPG
40037_at XPNPEP2
40378_at SH3GL2
41845_at CRX
32198_at COMMD4
38485_at NDUFC1
32144_at RFX5
33072_at HCRTR2
33198_at ARL2BP
288_s_at LBR
39078_at SEPHS2
32182_at STK38L
41115_s_at BAIAP3
34318_at PRAF2
37700_at BLMH
34814_at UBA2
37328_at PLEK
32707_at KATNA1
38710_at OTUB1
36401_at FRMPD1
34332_at GNPDA1
35352_at ARNT2
38337_at ZNF193
40607_at DPYSL2
41359_at PKP3
33018_at HIST1H3I
38888_at LGI1
41738_at CALD1
32800_at RXRA
39218_at ZNF23
41863_at RALYL
35596_at C19orf57
33244_at CHN2
36634_at BTG2
36644_at CD151
37573_at ANGPTL2
40372_at PNLIPRP1
41070_r_at MTERF
38657_s_at CLTA
35369_at DTX4
32134_at TES
35489_at MEP1A
33964_at CRYGC
39947_at EFNA4
34089_at IGSF9B
39352_at CGA
39585_at CDK20
39275_at CACNA1D
34800_at LRIG1
37243_at GUCY1B3
33447_at MYL12A
34712_at DNMBP
33729_at SLC25A14
36958_at ZYX
41447_at CHSY1
40909_at RABL3
31458_at KRT76
2044_s_at RB1
37049_g_at TOMM34
38340_at HIP1R
41254_at ADAM22
31654_at SORCS3
1268_at UBA1
32562_at ENG
33358_at PPM1H
40500_at NDRG4
35056_at ARSF
38270_at PARG
38706_at E2F4
33341_at GNB1
37668_at C1QBP
36142_at ATXN1
36477_at TNNI3
38753_at XPOT
41282_s_at RER1
1451_s_at POSTN
33741_at ATP6V1H
40827_at IARS
744_at DHX8
37003_at CD63
34880_at RBM42
1693_s_at TIMP1
32424_at HAS1
35372_r_at IL8
38328_at SLC25A13
39112_at USF2
41671_at EML1
31685_at FEV
1388_g_at VDR
36330_at CCBL1
35995_at ZWINT
32855_at LDLR
37821_at BCAS1
38847_at MELK
33465_at ADRB3
36169_at NDUFA1
38138_at S100A11
38853_at GPR64
32993_s_at ZMYND10
35913_at ARID3A
37628_at MAOB
160025_at TGFA
34161_at LPO
38606_at TDO2
36372_at HK3
34436_at SLC17A3
408_at CXCL1
1135_at GRK5
881_at ITGB6
36843_at SIPA1
41006_at B3GNTL1
33010_at SLC5A4
37533_r_at TTC9
34317_g_at RPS15A
41731_g_at MYL3
33134_at ADCY3
38722_at COL6A1
40141_at CUL4B
33429_at TPGS2
38916_at MAMLD1
40509_at ETFA
36288_at KRT81
36304_at C8B
563_at IL12B
33652_at ADAM20
37540_at MYOM2
31864_at MPHOSPH6
33460_at P2RY1
38173_at SETD1B
39438_at CREBL2
32306_g_at COL1A2
38362_at QRICH1
38206_at RPL3L
1198_at EDNRB
34820_at PTN
34319_at S100P
35272_at GNG5
33458_r_at CALM2
32592_at KHNYN
37121_at NKG7
36844_at DOCK3
31310_at GLRA1
40448_at ZFP36
34215_at AKAP17A
34607_at ICOS
137_at KLF1
37415_at ATP10B
39441_at LANCL1
33854_at ATP6V1D
34356_at MED21
38393_at KIAA0247
38134_at PLAG1
39763_at HPX
40408_at CARS
40468_at FNBP1
41400_at TK1
39058_at ABR
34355_at MECP2
36637_at ANXA11
32090_at NMNAT2
33206_at MTSS1L
34430_at GPT
37591_at UCP2
34367_at PHGDH
688_at PSMC1
1407_g_at NR2C1
37882_at GTF2E1
41489_at TLE1
1372_at TNFAIP6
35826_at SUPT5H
34010_at ARHGAP22
36266_at RAPGEF3
39945_at FAP
34783_s_at BUB3
39403_at DNAJC13
33178_at JAG1
35160_at LDB1
35343_at GOT1
35502_at AMHR2
33269_at PIGQ
33388_at TEX261
36805_s_at NTRK1
36975_at TMEM66
34743_at SCRIB
40870_g_at RBM6
1873_at XPC
37297_at MAK16
33299_at GPR125
32143_at OSR2
35310_at PIP4K2A
31825_at SERPIND1
36022_at DNAJC6
36578_at BIRC2
38172_at CBR3
35298_at EIF3D
36105_at CEACAM6
41408_at SUPV3L1
41867_at CREB3L1
36265_at TBC1D30
37382_at RPS26
38386_r_at GSS
225_at GNB3
36113_s_at TNNT1
37782_at SST
41066_at SCGB2A1
39713_at KDM5B
36907_at MVK
32824_at TPP1
1916_s_at FOS
35083_at FTL
926_at MT1G
37316_r_at EAPP
32799_at SCAMP3
33304_at ISG20
40164_at ARHGDIA
41540_at PPP1R7
1885_at ERCC3
41001_at RPH3A
37283_at MN1
37618_at HOXB7
39042_at TG
33281_at IKBKE
37307_at GNAI2
40303_at TFAP2C
38147_at SH2D1A
41714_at LPPR4
35627_at SNTA1
40360_at SLC10A3
34236_at PINLYP
41045_at SECTM1
38108_at PPT2
37264_at ZNF131
33149_at CLP1
35270_at SNRPD2
31856_at LRRC32
611_at GIP
32262_at METTL13
38067_at SEPT8
35732_at LRRC42
36670_at EDC4
39342_at MARS
38338_at RRAS
34330_at COX7A2L
32483_at GPR135
39726_at GCG
39796_at PSME3
40707_at MPHOSPH9
35129_at SPAM1
33143_s_at SLC16A3
31896_at NBAS
40137_at PTPN1
31777_at MUSK
32539_at COPS8
41750_at PDIA6
32181_at FLOT2
35524_at C8G
36261_at SYT17
36627_at SPARCL1
40296_at SASH3
36920_at MTM1
34407_at RARRES2
36343_at TLL2
36149_at DPYSL3
37365_at DNAJB2
39805_at ABCB6
40528_at LHX2
39587_at CCDC22
1711_at TP53BP1
37300_at DYNC1H1
39762_at ZMYM4
39387_at SEPHS1
39408_at ACADS
534_s_at FOLR1
39764_at ACVR1
34752_at NEK7
35703_at PDGFA
35045_r_at EVX1
41524_at INPP1
36281_at NHLH1
32866_at ADAMTSL2
32823_at VPS11
35848_at ZMIZ1
37655_at GOLGB1
36906_at CNR1
34001_at ZNF204P
34787_at NRD1
37001_at CAPN2
33909_at SF3B4
32533_s_at VAMP5
36207_at SEC14L1
791_g_at NGF
37087_at AKAP4
33494_at ETFDH
528_at HSPB3
722_at RQCD1
33550_at HTR2C
40800_at HN1L
39861_at CTTN
519_g_at NR1H2
39026_r_at MEG3
33295_at DARC
40344_at NLGN1
32173_at HRSP12
37360_at LY6E
38098_at LPIN1
37754_at LGALS3BP
1044_s_at E2F5
36181_at LASP1
37166_at HAAO
34833_at FAM32A
36870_at VPS8
37169_at ZNF536
41193_at DUSP6
32550_r_at CEBPA
34189_at SETDB1
36246_at ADCY8
157_at PRAME
37231_at DLGAP5
1186_at GDF10
33490_at TXK
1599_at CDKN3
37029_at ATP5O
38311_at TGIF2
40021_at KCND1
39084_at ENO3
