probeset_id	gene_symbol
209740_s_at PNPLA4
212633_at UFL1
214575_s_at AZU1
218247_s_at MEX3C
221190_s_at C18orf8
200916_at TAGLN2
201519_at TOMM70A
203314_at GTPBP6
213358_at SOGA2
214087_s_at MYBPC1
217869_at HSD17B12
208373_s_at P2RY6
210065_s_at UPK1B
213520_at RECQL4
201624_at DARS
203565_s_at MNAT1
207547_s_at FAM107A
219583_s_at SPATA7
205126_at VRK2
210227_at DLGAP2
212559_at PRKAR1B
212768_s_at OLFM4
215271_at TNN
217788_s_at GALNT2
218498_s_at ERO1L
220041_at PIGZ
221263_s_at SF3B5
203782_s_at POLRMT
206239_s_at SPINK1
212351_at EIF2B5
218082_s_at UBP1
221434_s_at SLIRP
39705_at SIN3B
221303_at PCDHB1
44040_at FBXO41
201246_s_at OTUB1
201704_at ENTPD6
202661_at ITPR2
209824_s_at ARNTL
212887_at SEC23A
218802_at CCDC109B
220488_s_at BCAS3
221349_at VPREB1
202185_at PLOD3
203273_s_at TUSC2
203778_at MANBA
209590_at BMP7
213980_s_at CTBP1
214037_s_at CCDC22
217428_s_at COL10A1
219911_s_at SLCO4A1
220840_s_at C1orf112
206201_s_at MEOX2
218991_at HEATR6
219610_at ARHGEF28
218661_at NAA60
206629_at ADAMTSL2
207826_s_at ID3
204915_s_at SOX11
205174_s_at QPCT
218469_at GREM1
220224_at HAO1
202070_s_at IDH3A
202218_s_at FADS2
203889_at SCG5
207076_s_at ASS1
208841_s_at G3BP2
215389_s_at TNNT2
217838_s_at EVL
218024_at MPC1
203951_at CNN1
205384_at FXYD1
205901_at PNOC
216623_x_at TOX3
220090_at CRNN
221030_s_at ARHGAP24
206753_at RDH16
219358_s_at ADAP2
200965_s_at ABLIM1
207121_s_at MAPK6
208922_s_at NXF1
212652_s_at SNX4
213402_at ZNF787
220622_at LRRC31
202540_s_at HMGCR
204599_s_at MRPL28
206002_at GPR64
206535_at SLC2A2
207366_at KCNS1
208714_at NDUFV1
212510_at GPD1L
212888_at DICER1
213070_at PIK3C2A
218351_at COMMD8
218445_at H2AFY2
220625_s_at ELF5
206770_s_at SLC35A3
216722_at VENTXP1
218649_x_at NEMF
221940_at RPUSD2
215756_at LOC730227
200088_x_at RPL12
203656_at FIG4
207228_at PRKACG
222377_at TBX10
201078_at TM9SF2
206477_s_at NOVA2
209481_at SNRK
219768_at VTCN1
220537_at MTMR8
221803_s_at NRBF2
201955_at CCNC
204836_at GLDC
205779_at RAMP2
212245_at MCFD2
212912_at RPS6KA2
218239_s_at GTPBP4
221652_s_at ASUN
222138_s_at WDR13
201591_s_at NISCH
201594_s_at PPP4R1
202418_at YIF1A
203178_at GATM
212297_at ATP13A3
216590_at GNAT3
213363_at CA5BP1
37796_at SAP25
219042_at LZTS1
219684_at RTP4
203521_s_at ZNF318
209998_at PIGO
212648_at DHX29
203412_at LZTR1
203484_at SEC61G
204422_s_at FGF2
205814_at GRM3
206440_at LIN7A
207933_at ZP2
214011_s_at NOP16
218681_s_at SDF2L1
200686_s_at SRSF11
201705_at PSMD7
202557_at HSPA13
203175_at RHOG
204200_s_at PDGFB
205672_at XPA
206135_at ST18
206293_at SULT2A1
207095_at SLC10A2
218248_at FAM111A
219664_s_at DECR2
38892_at KIAA0240
204220_at GMFG
208886_at H1F0
211149_at UTY
215096_s_at ESD
214143_x_at RPL24
201699_at PSMC6
202217_at C21orf33
206915_at NKX2-2
207705_s_at NINL
212792_at DPY19L1
219247_s_at ZDHHC14
219968_at ZNF589
201800_s_at OSBP
202183_s_at KIF22
204559_s_at LSM7
208078_s_at SIK1
219755_at CBX8
213206_at GOSR2
202221_s_at EP300
205129_at NPM3
205781_at C16orf7
212837_at FAM175B
213283_s_at SALL2
219010_at C1orf106
219985_at HS3ST3A1
221949_at UBE2D4
201494_at PRCP
205180_s_at ADAM8
212717_at PLEKHM1
201956_s_at GNPAT
202207_at ARL4C
202798_at SEC24B
210473_s_at GPR125
212925_at C19orf21
214910_s_at APOM
218676_s_at PCTP
219530_at PALB2
210530_s_at NR2C1
202180_s_at MVP
203766_s_at LMOD1
204987_at ITIH2
205163_at MYLPF
206119_at BHMT
212399_s_at VGLL4
212944_at SLC5A3
213521_at PTPN18
218723_s_at RGCC
218986_s_at DDX60
220366_at ELSPBP1
221790_s_at LDLRAP1
200703_at DYNLL1
200724_at RPL10
214599_at IVL
221584_s_at KCNMA1
200086_s_at COX4I1
203559_s_at ABP1
204872_at TLE4
216209_at LOC400084
202589_at TYMS
203206_at FAM53B
204754_at HLF
209680_s_at KIFC1
213738_s_at ATP5A1
221711_s_at BABAM1
204009_s_at KRAS
208659_at CLIC1
212528_at DESI1
213143_at C2orf72
218843_at FNDC4
220322_at IL36G
220551_at SLC17A6
211184_s_at USH1C
214426_x_at CHAF1A
218087_s_at SORBS1
218105_s_at MRPL4
219445_at GLTSCR1
213073_at ZFYVE26
217081_at OR2H2
202830_s_at SLC37A4
218189_s_at NANS
202597_at IRF6
203080_s_at BAZ2B
205870_at BDKRB2
210677_at SOAT2
212826_s_at SLC25A6
217940_s_at CARKD
217980_s_at MRPL16
219268_at ETNK2
220367_s_at SAP130
200878_at EPAS1
202017_at EPHX1
202893_at UNC13B
203886_s_at FBLN2
205190_at PLS1
219609_at WDR25
201212_at LGMN
202282_at HSD17B10
203602_s_at ZBTB17
206386_at SERPINA7
212833_at SLC25A46
213037_x_at STAU1
213890_x_at RPS16
217728_at S100A6
221255_s_at EMC6
41329_at SCYL3
213407_at PHLPP2
203794_at CDC42BPA
220605_s_at SIRT2
201561_s_at CLSTN1
203826_s_at PITPNM1
205688_at TFAP4
218411_s_at MBIP
201106_at GPX4
203250_at SCAF8
205756_s_at F8
206481_s_at LDB2
213262_at SACS
216903_s_at MICU1
222362_at AGFG2
200089_s_at RPL4
201209_at HDAC1
202634_at POLR2K
202724_s_at FOXO1
203791_at DMXL1
208036_at OPN1SW
212975_at DENND3
214655_at GPR6
217912_at DUS1L
221361_at OMP
266_s_at CD24
203145_at SPAG5
208081_s_at ZNF442
213924_at GNAL
215000_s_at FEZ2
201142_at EIF2S1
201889_at FAM3C
205957_at PLXNB3
200830_at PSMD2
206191_at ENTPD3
211570_s_at RAPSN
218308_at TACC3
209302_at POLR2H
214518_at PDHA2
218424_s_at STEAP3
220403_s_at TP53AIP1
218848_at THOC6
211071_s_at MLLT11
204867_at GCHFR
205975_s_at HOXD1
206228_at PAX2
211062_s_at CPZ
201990_s_at CREBL2
203740_at MPHOSPH6
209789_at CORO2B
209873_s_at PKP3
212533_at WEE1
213965_s_at CHD5
219662_at C2orf49
219775_s_at CPLX3
222195_s_at C9orf156
203029_s_at PTPRN2
206131_at CLPS
207771_at SLC5A2
214607_at PAK3
221306_at GPR27
204942_s_at ALDH3B2
209300_s_at NECAP1
213246_at TMEM251
218654_s_at MRPS33
219855_at NUDT11
220193_at SH3D21
221529_s_at PLVAP
202396_at TCERG1
205617_at PRRG2
209224_s_at NDUFA2
210660_at LILRA1
213160_at DOCK2
215229_at LOC100129973
215776_at INSRR
217219_at DKFZP434A062
203786_s_at TPD52L1
203891_s_at DAPK3
205269_at LCP2
205742_at TNNI3
208038_at IL1RL2
218121_at HMOX2
219761_at CLEC1A
220339_s_at TPSG1
220139_at DNMT3L
208072_s_at DGKD
209691_s_at DOK4
50965_at RAB26
204547_at RAB40B
205476_at CCL20
32502_at GDPD5
200779_at ATF4
201648_at JAK1
202382_s_at GNPDA1
203851_at IGFBP6
217059_at MUC7
218359_at NRSN2
218415_at VPS33B
219020_at HS1BP3
219060_at WDYHV1
221150_at MEPE
221495_s_at TCF25
36004_at IKBKG
205441_at OCEL1
205829_at HSD17B1
207256_at MBL2
209633_at PPP2R3A
221081_s_at DENND2D
216929_x_at ABO
46270_at UBAP1
202741_at PRKACB
37577_at ARHGAP19
220694_at ASAP1-IT1
214083_at LOC100653021
39817_s_at C6orf108
202276_at SHFM1
202948_at IL1R1
203330_s_at STX5
204126_s_at CDC45
204868_at ICT1
212724_at RND3
218322_s_at ACSL5
219354_at KLHL26
203734_at FOXJ2
204624_at ATP7B
204959_at MNDA
205477_s_at AMBP
220634_at TBX4
210944_s_at CAPN3
200843_s_at EPRS
202839_s_at NDUFB7
213639_s_at ZNF500
216314_at CRISP1
41512_at BRAP
204340_at TMEM187
205049_s_at CD79A
207351_s_at SH2D2A
202679_at NPC1
202854_at HPRT1
205152_at SLC6A1
206077_at KEL
206664_at SI
207093_s_at OMG
207243_s_at CALM2
208647_at FDFT1
208909_at UQCRFS1
209537_at EXTL2
210809_s_at POSTN
200618_at LASP1
201819_at SCARB1
204960_at PTPRCAP
207315_at CD226
213090_s_at TAF4
216250_s_at LPXN
219274_at TSPAN12
202408_s_at PRPF31
210097_s_at NOL7
210331_at HECW1
212139_at GCN1L1
218486_at KLF11
218718_at PDGFC
220604_x_at FTCD
209490_s_at PPT2
215399_s_at OS9
220731_s_at NECAP2
209921_at SLC7A11
213513_x_at ARPC2
202169_s_at AASDHPPT
205475_at SCRG1
206636_at RASA2
209022_at STAG2
211962_s_at ZFP36L1
212614_at ARID5B
221713_s_at MAP6D1
200036_s_at RPL10A
203302_at DCK
203718_at PNPLA6
212799_at STX6
212814_at AHCYL2
213005_s_at KANK1
213395_at MLC1
215380_s_at GGCT
220548_at PKDREJ
202000_at NDUFA6
204303_s_at CTIF
214478_at SPP2
209884_s_at SLC4A7
220678_at FLJ20712
201162_at IGFBP7
214211_at FTH1
214571_at FGF3
200005_at EIF3D
202370_s_at CBFB
205513_at TCN1
206013_s_at ACTL6B
206046_at ADAM23
210642_at CCIN
219154_at TMEM120B
221585_at CACNG4
201531_at ZFP36
201639_s_at CPSF1
203413_at NELL2
207145_at MSTN
212097_at CAV1
212359_s_at KIAA0913
218304_s_at OSBPL11
219070_s_at MOSPD3
219601_s_at C10orf12
220618_s_at ZCWPW1
220638_s_at CBLC
201385_at DHX15
204246_s_at DCTN3
219244_s_at MRPL46
219883_at C11orf20
220271_x_at EFCAB6
207525_s_at GIPC1
218665_at FZD4
203256_at CDH3
209763_at CHRDL1
210324_at C8G
212231_at FBXO21
220990_s_at VMP1
200825_s_at HYOU1
201892_s_at IMPDH2
212957_s_at LOC92249
218791_s_at C15orf29
221011_s_at LBH
218039_at NUSAP1
201791_s_at DHCR7
201899_s_at UBE2A
207147_at DLX2
215563_s_at MST1P9
217434_at MC2R
218112_at MRPS34
218861_at RNF25
219719_at HIGD1B
203916_at NDST2
31637_s_at NR1D1
39891_at ZNF710
36475_at GCAT
205364_at ACOX2
206183_s_at HERC3
206589_at GFI1
219219_at TMEM160
220009_at LONRF3
201225_s_at SRRM1
202255_s_at SIPA1L1
203427_at ASF1A
203755_at BUB1B
204462_s_at SLC16A2
205059_s_at IDUA
212923_s_at PXDC1
213226_at CCNA2
220413_at SLC39A2
220507_s_at UPB1
201232_s_at PSMD13
202801_at PRKACA
207716_at KRT38
208073_x_at TTC3
213633_at SH3BP1
219106_s_at KBTBD10
206799_at SCGB1D2
41037_at TEAD4
203501_at CPQ
205100_at GFPT2
219459_at POLR3B
202758_s_at RFXANK
203858_s_at COX10
205604_at HOXD9
206325_at SERPINA6
206975_at LTA
209567_at RRS1
214453_s_at IFI44
219044_at THNSL2
200816_s_at PAFAH1B1
201995_at EXT1
204058_at ME1
205489_at CRYM
200004_at EIF4G2
206825_at OXTR
207621_s_at PEMT
218345_at TMEM176A
221632_s_at WDR4
213069_at HEG1
207260_at FEV
209465_x_at PTN
214133_at MUC6
220825_s_at KIRREL
203126_at IMPA2
206118_at STAT4
206480_at LTC4S
218034_at FIS1
220150_s_at FAM184A
200608_s_at RAD21
205359_at AKAP6
213413_at STON1
220421_at BTNL8
221249_s_at FAM117A
221398_at TAS2R8
204746_s_at PICK1
204796_at EML1
214381_at LOC441601
207163_s_at AKT1
212647_at RRAS
203614_at UTP14C
207065_at KRT75
207258_at DSCR4
210028_s_at ORC3
211778_s_at OVOL2
212508_at MOAP1
213237_at C16orf88
217716_s_at SEC61A1
217927_at SPCS1
218980_at FHOD3
204257_at FADS3
205898_at CX3CR1
207173_x_at CDH11
208186_s_at LIPE
208374_s_at CAPZA1
212968_at RFNG
218744_s_at PACSIN3
218900_at CNNM4
220281_at SLC12A1
220641_at NOX5
220982_s_at SPACA1
221366_at NKX6-1
204365_s_at REEP1
219453_at KLHL36
202201_at BLVRB
202950_at CRYZ
211538_s_at HSPA2
214597_at SSTR2
202051_s_at ZMYM4
202746_at ITM2A
203723_at ITPKB
203884_s_at RAB11FIP2
205613_at SYT17
211979_at GPR107
214186_s_at HCG26
218157_x_at CDC42SE1
218973_at EFTUD1
220149_at C2orf54
220792_at PRDM5
221339_at OR10C1
221754_s_at CORO1B
201236_s_at BTG2
201887_at IL13RA1
204977_at DDX10
206901_at C19orf57
207010_at GABRB1
209899_s_at PUF60
215266_at DNAH3
219401_at XYLT2
205494_at ZNF821
206838_at TBX19
202664_at WIPF1
205103_at C1orf61
213278_at MTMR9
204163_at EMILIN1
204441_s_at POLA2
206367_at REN
207070_at RGR
207353_s_at HMX1
209011_at TRIO
200031_s_at RPS11
200901_s_at M6PR
204546_at KIAA0513
207181_s_at CASP7
210746_s_at EPB42
212675_s_at CEP68
213075_at OLFML2A
215767_at ZNF804A
219500_at CLCF1
221021_s_at CTNNBL1
222163_s_at SPATA5L1
205245_at PARD6A
207003_at GUCA2A
211339_s_at ITK
213136_at PTPN2
219505_at CECR1
221167_s_at CCDC70
221358_at NPBWR2
202165_at PPP1R2
203875_at SMARCA1
206706_at NTF3
204698_at ISG20
205226_at PDGFRL
205348_s_at DYNC1I1
206365_at XCL1
208796_s_at CCNG1
212308_at CLASP2
218770_s_at TMEM39B
219551_at EAF2
210323_at TEKT2
213097_s_at DNAJC2
218164_at SPATA20
218909_at RPS6KC1
221883_at PKNOX1
218323_at RHOT1
220196_at MUC16
220817_at TRPC4
204673_at MUC2
201298_s_at MOB1A
205019_s_at VIPR1
206979_at C8B
207930_at LCN1
208365_s_at GRK4
214063_s_at TF
214803_at CDH6
217925_s_at C6orf106
222143_s_at MTMR14
203648_at TATDN2
205908_s_at OMD
208265_at C2orf83
218945_at METTL22
219278_at MAP3K6
221631_at CACNA1I
217767_at C3
219359_at ATHL1
202244_at PSMB4
200978_at MDH1
205892_s_at FABP1
206617_s_at RENBP
218232_at C1QA
219411_at ELMO3
218130_at C17orf62
200667_at UBE2D3
201128_s_at ACLY
201323_at EBNA1BP2
202645_s_at MEN1
203938_s_at TAF1C
212066_s_at USP34
215003_at DGCR9
218098_at ARFGEF2
203839_s_at TNK2
204134_at PDE2A
205345_at BARD1
219137_s_at MFF
206358_at PRM1
208112_x_at EHD1
219781_s_at ZNF771
33736_at STOML1
207522_s_at ATP2A3
214328_s_at HSP90AA1
214648_at GPX5
220487_at SNTG2
202680_at GTF2E2
204091_at PDE6D
204563_at SELL
205230_at RPH3A
206310_at SPINK2
207981_s_at ESRRG
210046_s_at IDH2
210244_at CAMP
212094_at PEG10
213505_s_at SUGP2
218603_at HECA
201560_at CLIC4
201592_at EIF3H
204228_at PPIH
206510_at SIX2
218259_at MKL2
218431_at VIPAS39
220536_at VRTN
203305_at F13A1
206492_at FHIT
221411_at HOXD12
201344_at UBE2D2
206084_at PTPRR
202894_at EPHB4
201966_at NDUFS2
202609_at EPS8
202958_at PTPN9
219485_s_at PSMD10
220046_s_at CCNL1
207011_s_at PTK7
201200_at CREG1
202716_at PTPN1
203650_at PROCR
205453_at HOXB2
205851_at NME6
209665_at CYB561D2
209736_at SOX13
215461_at ZNRF4
217781_s_at ZFP106
219519_s_at SIGLEC1
219520_s_at WWC3
200699_at KDELR2
207389_at GP1BA
209717_at EVI5
210208_x_at BAG6
213869_x_at THY1
214450_at CTSW
203063_at PPM1F
213568_at OSR2
203228_at PAFAH1B3
212666_at SMURF1
216299_s_at XRCC3
221135_s_at ASTE1
200660_at S100A11
203049_s_at TTC37
203301_s_at DMTF1
205663_at PCBP3
205874_at ITPKA
206517_at CDH16
206691_s_at PDIA2
216241_s_at TCEA1
217852_s_at ARL8B
218253_s_at EIF2D
219133_at OXSM
202465_at PCOLCE
203564_at FANCG
213947_s_at NUP210
221391_at TAS2R14
38691_s_at SFTPC
218210_at FN3KRP
202732_at PKIG
214776_x_at XYLB
219672_at AHSP
207106_s_at LTK
202928_s_at PHF1
204252_at CDK2
212247_at NUP205
219630_at PDZK1IP1
201788_at DDX42
203005_at LTBR
203298_s_at JARID2
203464_s_at EPN2
204822_at TTK
204945_at PTPRN
205206_at KAL1
206312_at GUCY2C
212077_at CALD1
203596_s_at IFIT5
205235_s_at KIF20B
209971_x_at AIMP2
210643_at TNFSF11
221197_s_at CHAT
201338_x_at GTF3A
201459_at RUVBL2
209130_at SNAP23
214027_x_at DES
202068_s_at LDLR
202214_s_at CUL4B
208313_s_at SF1
219256_s_at SH3TC1
200098_s_at ANAPC5
206375_s_at HSPB3
213216_at OTUD3
217973_at DCXR
218244_at NOL8
218298_s_at C14orf159
218408_at TIMM10
221467_at MC4R
221684_s_at NYX
201724_s_at GALNT1
207375_s_at IL15RA
209990_s_at GABBR2
212915_at PDZRN3
213906_at MYBL1
219531_at CEP72
220807_at HBQ1
204580_at MMP12
207007_at NR1I3
217975_at WBP5
219236_at PAQR6
220964_s_at RAB1B
203635_at DSCR3
219970_at GIPC2
201121_s_at PGRMC1
203885_at RAB21
204215_at C7orf23
208709_s_at NRD1
211525_s_at GP5
212017_at FAM168B
212823_s_at PLEKHG3
217861_s_at PREB
217906_at KLHDC2
220446_s_at CHST4
204706_at INPP5E
206688_s_at CPSF4
206771_at UPK3A
212380_at FTSJD2
212943_at KIAA0528
220653_at ZIM2
202338_at TK1
219826_at ZNF419
219310_at SYNDIG1
40850_at FKBP8
203878_s_at MMP11
206065_s_at DPYS
207543_s_at P4HA1
212612_at RCOR1
213306_at MPDZ
215255_at IGSF9B
201783_s_at RELA
203657_s_at CTSF
204488_at DOLK
205644_s_at SNRPG
206105_at AFF2
206315_at CRLF1
206380_s_at CFP
206982_at CRYBA1
220542_s_at BPIFA1
221186_at LOC100131532
45572_s_at GGA1
202209_at LSM3
202468_s_at CTNNAL1
202969_at DYRK2
203296_s_at ATP1A2
210774_s_at NCOA4
212532_s_at LSM12
213077_at YTHDC2
213257_at SARM1
222220_s_at TSNAXIP1
209698_at CCHCR1
218495_at UXT
219211_at USP18
206583_at ZNF673
219999_at MAN2A2
202780_at OXCT1
203317_at PSD4
204086_at PRAME
206941_x_at SEMA3E
218677_at S100A14
218998_at FAM206A
220559_at EN1
220615_s_at FAR2
221563_at DUSP10
200078_s_at ATP6V0B
202430_s_at PLSCR1
204247_s_at CDK5
204828_at RAD9A
205151_s_at TRIL
205455_at MST1R
206260_at TGM4
213201_s_at TNNT1
219027_s_at MYO9A
221641_s_at ACOT9
210056_at RND1
211471_s_at RAB36
213242_x_at KIAA0284
215929_at LOC100507605
218524_at E4F1
221208_s_at MSANTD2
207250_at SIX6
219319_at HIF3A
201355_s_at BAZ2A
202366_at ACADS
206814_at NGF
215136_s_at EXOSC8
219262_at SUV39H2
220614_s_at ADGB
200701_at NPC2
201721_s_at LAPTM5
204324_s_at GOLIM4
206608_s_at RPGRIP1
207381_at ALOX12B
207639_at FZD9
216836_s_at ERBB2
218032_at SNN
209190_s_at DIAPH1
218627_at DRAM1
204165_at WASF1
210640_s_at GPER
210157_at URI1
201010_s_at TXNIP
206716_at UMOD
218840_s_at NADSYN1
200721_s_at ACTR1A
219832_s_at HOXC13
220276_at RERGL
202413_s_at USP1
205192_at MAP3K14
207068_at ZFP37
209308_s_at BNIP2
213123_at MFAP3
218153_at CARS2
218169_at VAC14
218530_at FHOD1
220302_at MAK
221185_s_at IQCG
201029_s_at CD99
204534_at VTN
207257_at EPO
213081_at ZBTB22
213169_at SEMA5A
215884_s_at UBQLN2
220437_at C19orf80
205628_at PRIM2
220679_s_at CDH7
218544_s_at RCL1
203570_at LOXL1
212750_at PPP1R16B
203275_at IRF2
205943_at TDO2
206007_at PRG4
206875_s_at SLK
207450_s_at POU6F2
207763_at S100A5
209440_at PRPS1
212617_at ZNF609
212686_at PPM1H
203820_s_at IGF2BP3
205325_at PHYHIP
205658_s_at SNAPC4
206280_at CDH18
209005_at FBXL5
210689_at CLDN14
217442_at LOC100131825
201111_at CSE1L
206337_at CCR7
207202_s_at NR1I2
202483_s_at RANBP1
214194_at DIS3
218640_s_at PLEKHF2
219418_at NHEJ1
220086_at IKZF5
202880_s_at CYTH1
205110_s_at FGF13
205357_s_at AGTR1
206802_at PAX5
209061_at NCOA3
212485_at GPATCH8
212911_at DNAJC16
218855_at TPRA1
219687_at HHAT
221168_at PRDM13
221456_at TAS2R3
203936_s_at MMP9
204079_at TPST2
205775_at FAM50B
221235_s_at LOC644617
221461_at TAS2R9
206806_at DGKI
219072_at BCL7C
203407_at PPL
220448_at KCNK12
203442_x_at EML3
205051_s_at KIT
206157_at PTX3
218461_at GPN3
218996_at TFPT
203025_at NAA10
205458_at MC1R
208274_at OCLM
208747_s_at C1S
212146_at PLEKHM2
213122_at TSPYL5
217891_at C16orf58
218321_x_at STYXL1
218605_at TFB2M
206030_at ASPA
206332_s_at IFI16
207919_at ART1
212747_at ANKS1A
218502_s_at TRPS1
219093_at PID1
220432_s_at CYP39A1
35617_at MAPK7
220968_s_at TSPAN9
203414_at MMD
207815_at PF4V1
218537_at HCFC1R1
212334_at GNS
201414_s_at NAP1L4
206540_at GLB1L
219125_s_at SLC50A1
220350_at ZNF235
203658_at SLC25A20
204849_at TCFL5
212371_at DESI2
212796_s_at TBC1D2B
214822_at FAM5B
214858_at PP14571
217815_at SUPT16H
218481_at EXOSC5
218536_at MRS2
219615_s_at KCNK5
212691_at NUP188
218170_at ISOC1
218964_at ARID3B
219144_at DUSP26
219368_at NAP1L2
632_at GSK3A
217897_at FXYD6
211964_at COL4A2
212005_at SZRD1
212828_at SYNJ2
220947_s_at TBC1D10B
205481_at ADORA1
218626_at EIF4ENIF1
204965_at GC
205619_s_at MEOX1
212435_at TRIM33
217899_at TMEM214
218358_at CRELD2
220756_s_at SLC52A1
220765_s_at LIMS2
209417_s_at IFI35
200651_at GNB2L1
201555_at MCM3
202771_at PIEZO1
205593_s_at PDE9A
207593_at ABCG4
208758_at ATIC
213802_at PRSS12
217851_s_at SLMO2
204605_at CGRRF1
208409_at SLC14A2
208880_s_at PRPF6
213304_at FAM179B
215792_s_at DNAJC11
221689_s_at PIGP
221885_at DENND2A
202441_at ERLIN1
213108_at CAMK2A
219495_s_at ZNF180
208489_at GJA8
221179_at CYorf17
201847_at LIPA
205786_s_at ITGAM
212802_s_at GAPVD1
203649_s_at PLA2G2A
207249_s_at SLC28A2
209450_at OSGEP
219667_s_at BANK1
209361_s_at PCBP4
202519_at MLXIP
205500_at C5
207393_at HCRTR2
208766_s_at HNRNPR
209883_at GLT25D2
219288_at C3orf14
219952_s_at MCOLN1
37986_at EPOR
210090_at ARC
213327_s_at USP12
213981_at COMT
220944_at PGLYRP4
201059_at CTTN
216835_s_at DOK1
217562_at FAM5C
219635_at ZNF606
221109_at LOC100506571
201082_s_at DCTN1
202575_at CRABP2
212655_at ZCCHC14
203503_s_at PEX14
205199_at CA9
205216_s_at APOH
205486_at TESK2
207435_s_at SRRM2
215186_at TBC1D30
218844_at ACSF2
219335_at ARMCX5
220267_at KRT24
206206_at CD180
206529_x_at SLC26A4
212772_s_at ABCA2
217841_s_at PPME1
220426_at C20orf195
221189_s_at TARS2
221534_at C11orf68
219215_s_at SLC39A4
206023_at NMU
206837_at ALX1
220865_s_at PDSS1
221787_at C6orf120
200955_at IMMT
201272_at AKR1B1
205865_at ARID3A
212931_at TCF20
220753_s_at CRYL1
221505_at ANP32E
200661_at CTSA
220455_at SLC16A8
220498_at ACTL7B
221230_s_at ARID4B
217945_at BTBD1
220971_at IL25
202283_at SERPINF1
212539_at CHD1L
206242_at TM4SF5
205333_s_at RCE1
206207_at CLC
213102_at ACTR3
203611_at TERF2
213324_at SRC
218456_at CAPRIN2
221900_at COL8A2
222204_s_at RRN3
203112_s_at WHSC2
203608_at ALDH5A1
203822_s_at ELF2
209741_x_at SCAPER
211178_s_at PSTPIP1
212192_at KCTD12
215499_at MAP2K3
201013_s_at PAICS
202939_at ZMPSTE24
203665_at HMOX1
206976_s_at HSPH1
209568_s_at RGL1
209666_s_at CHUK
210604_at GNAT2
217840_at DDX41
219069_at ANKRD49
219656_at PCDH12
221059_s_at COTL1
202023_at EFNA1
219136_s_at LMF1
203233_at IL4R
218361_at GOLPH3L
210970_s_at IBTK
208509_s_at OR7A17
210024_s_at UBE2E3
219727_at DUOX2
220686_s_at PIWIL2
201312_s_at SH3BGRL
206295_at IL18
209379_s_at FAM190B
218878_s_at SIRT1
220107_s_at ZC2HC1C
200747_s_at NUMA1
210300_at REM1
208123_at KCNB2
208638_at PDIA6
219047_s_at ZNF668
202826_at SPINT1
205291_at IL2RB
206498_at OCA2
207878_at KRT76
210168_at C6
1598_g_at GAS6
200049_at KAT7
202517_at CRMP1
202856_s_at SLC16A3
206422_at GCG
207367_at ATP12A
213874_at SERPINA4
217882_at EMC3
202602_s_at HTATSF1
202763_at CASP3
204776_at THBS4
205582_s_at GGT5
206301_at TEC
211345_x_at EEF1G
212494_at TENC1
213194_at ROBO1
217726_at COPZ1
217967_s_at FAM129A
218647_s_at YRDC
221972_s_at SDF4
207019_s_at AKAP4
46665_at SEMA4C
202910_s_at CD97
204041_at MAOB
209049_s_at ZMYND8
218332_at BEX1
201350_at FLOT2
204805_s_at H1FX
212041_at ATP6V0D1
200093_s_at HINT1
200785_s_at LRP1
203106_s_at VPS41
204075_s_at CEP104
204256_at ELOVL6
206015_s_at FOXJ3
206991_s_at CCR5
208764_s_at ATP5G2
213604_at TCEB3
200677_at PTTG1IP
201963_at ACSL1
202500_at DNAJB2
204352_at TRAF5
207586_at SHH
212976_at LRRC8B
218333_at DERL2
204055_s_at CTAGE5
210096_at CYP4B1
210794_s_at MEG3
202324_s_at ACBD3
214895_s_at ADAM10
210727_at CALCA
202670_at MAP2K1
202898_at SDC3
205576_at SERPIND1
205768_s_at SLC27A2
206213_at WNT10B
207225_at AANAT
212320_at TUBB
214635_at CLDN9
217850_at GNL3
218764_at PRKCH
220834_at MS4A12
221216_s_at SCMH1
204481_at BRPF1
212795_at KIAA1033
212928_at TSPYL4
220801_s_at HAO2
220929_at GALNT8
206914_at CRTAM
219564_at KCNJ16
62212_at C1orf50
212439_at IP6K1
211361_s_at SERPINB13
205363_at BBOX1
205983_at DPEP1
206687_s_at PTPN6
203855_at WDR47
204503_at EVPL
211980_at COL4A1
215535_s_at AGPAT1
216952_s_at LMNB2
219212_at HSPA14
205470_s_at KLK11
205953_at LRIG2
207600_at KCNC3
209323_at PRKRIR
209561_at THBS3
214218_s_at XIST
218559_s_at MAFB
219945_at DDX25
214114_x_at FASTK
206714_at ALOX15B
208891_at DUSP6
206702_at TEK
202734_at TRIP10
202777_at SHOC2
211952_at IPO5
214432_at ATP1A3
203859_s_at PALM
205035_at CTDP1
207103_at KCND2
210116_at SH2D1A
219819_s_at MRPS28
207683_at FOXN1
216063_at HBBP1
219463_at LAMP5
219521_at B3GAT1
219708_at NT5M
221932_s_at GLRX5
58780_s_at ARHGEF40
204274_at EBAG9
205691_at SYNGR3
207063_at NCRNA00185
221603_at PEX16
219799_s_at DHRS9
200034_s_at RPL6
205730_s_at ABLIM3
212200_at ANKLE2
220180_at CCDC68
209210_s_at FERMT2
200035_at CTDNEP1
202429_s_at PPP3CA
202623_at EAPP
203785_s_at DDX28
212558_at SPRY1
213099_at ANGEL1
220911_s_at NYNRIN
202963_at RFX5
207455_at P2RY1
218621_at HEMK1
208320_at CABP1
