"standard_error_adjusted_res"	"coefficient_adjusted_res"	"fold_change_up_or_down_regulated_res"	"p_adjusted_res"
"201514_s_at"	0.0447657601938956	0.0336627321316687	1.02360757729206	0.455055596511314
"201515_s_at"	0.0238708296671155	0.0308761496414343	1.02163237535853	0.200890609973906
"201516_at"	0.0236215504006335	-0.044056489539488	-1.03100868773217	0.0671431087630407
"201517_at"	0.0341493523617294	-0.0555871103858497	-1.03928195710544	0.108903934712507
"201518_at"	0.0349841341750629	0.0182194017939365	1.01270880610163	0.604461904904976
"201519_at"	0.0324947551555531	0.0732190626564317	1.05206151489794	0.0279738747164328
"201520_s_at"	0.0348096138443974	-0.050301790347629	-1.03548150851994	0.15373311212719
"201521_s_at"	0.0399814965302105	-0.0794706598495354	-1.05663028054417	0.0514937815210191
"201522_x_at"	0.0254942079690057	0.0333968930065439	1.02341897896329	0.195280363252596
"201523_x_at"	0.0321681517282977	-0.0709639136084905	-1.05041826938034	0.0312885699066956
"201524_x_at"	0.0297378460159395	-0.012093785789189	-1.00841800735162	0.685714585142417
"201525_at"	0.114679017060488	-0.0457327216407039	-1.03220728770052	0.691488423544338
"201526_at"	0.0276875143730543	0.00979770187507327	1.00681436225712	0.724699922006509
"201527_at"	0.0181362299940617	-0.0209857589360637	-1.01465253074075	0.251887486450621
"201528_at"	0.037744883332278	0.0626915436459482	1.04441243770865	0.102033543676929
"201529_s_at"	0.0320545664266141	-0.00506767374824336	-1.00351882033363	0.874921630666129
"201530_x_at"	0.0366240660606167	-0.0914238654801135	-1.06542117939584	0.0153639628973457
"201531_at"	0.0553028988000027	-0.0170534599883118	-1.01189069658976	0.758891000261026
"201532_at"	0.0350889842459921	-0.0706839255521638	-1.05021443140751	0.0485312611964711
"201533_at"	0.0485448798349891	0.123497656527183	1.08937272880303	0.0135983883180272
"201534_s_at"	0.0466357186891094	0.0756912500497719	1.05386586221024	0.109914379406322
"201535_at"	0.0221166475171387	0.0155599656220634	1.01084371781153	0.484486024793397
"201536_at"	0.034201384606864	-0.128334959794551	-1.09303148579892	0.000402107704002843
"201537_s_at"	0.0417463932407652	-0.141024307021099	-1.10268774137385	0.00129772440466231
"201538_s_at"	0.0382205081368554	-0.0499979858920148	-1.0352634785367	0.195897667356709
"201539_s_at"	0.0354637835102206	-0.0131029670273612	-1.00912365374635	0.713096817451644
"201540_at"	0.0287600191832912	0.0433713717579054	1.03051919087376	0.136879754733133
"201541_s_at"	0.0411969437971484	0.0209940252639931	1.01465834449511	0.612231587241688
"201542_at"	0.0400078032500256	0.0350948739422065	1.0246242017499	0.383935596550627
"201543_s_at"	0.0725337123788339	-0.0810336980188864	-1.05777567052268	0.268443355500935
"201544_x_at"	0.0327538927495082	-0.107721351665091	-1.07752500712245	0.0016994000887641
"201545_s_at"	0.0429699726438899	0.0218836403548114	1.01528421046886	0.612457263363751
"201546_at"	0.0307012756391662	0.014686782652779	1.01023209550885	0.634149876735604
"201548_s_at"	0.0464329008648328	0.0946176774304797	1.06778240200883	0.0460690726320946
"201549_x_at"	0.0370308983044145	0.147925117575387	1.10797483744649	0.000182172075911244
"201550_x_at"	0.023837845300773	0.0587899676893816	1.04159177959706	0.0165789538732426
"201551_s_at"	0.0606139877467745	-0.0439558557100282	-1.03093677320349	0.471210094534316
"201552_at"	0.0399327204798042	-0.0806927623600237	-1.05752572800114	0.0478550182013057
"201553_s_at"	0.0256152738610787	0.0304875991402588	1.02135726363331	0.238730331747313
"201554_x_at"	0.0345313981385793	0.0077468026939419	1.0053841169865	0.823267205626253
"201555_at"	0.0358764155399995	0.0848589144140288	1.06058401852294	0.0213212765633136
"201556_s_at"	0.105597928043148	-0.132141891353283	-1.09591954657896	0.215739213906941
"201557_at"	0.0402216082629071	-0.044997627952181	-1.0316814830317	0.267784217736027
"201558_at"	0.0297509393093496	0.121550551618905	1.08790347008588	0.000134501225225232
"201559_s_at"	0.0687259773782867	-0.0857377064068151	-1.06123025119163	0.217132347749708
"201560_at"	0.0534044681538679	0.00335426541614839	1.00232770452356	0.950131139036499
"201561_s_at"	0.0193270113456791	0.0154676183955342	1.01077901555389	0.42674151042845
"201562_s_at"	0.0234252905303234	0.0265214314762384	1.01855326768755	0.262143063776243
"201563_at"	0.0419737915185191	0.0585666186699815	1.04143053935632	0.16815120450687
"201564_s_at"	0.0416105677003812	-0.063334639962912	-1.04487809919254	0.133330871056225
"201565_s_at"	0.0685417368157729	-0.174764285056102	-1.12877996385675	0.0133981421324808
"201566_x_at"	0.0472326285156469	-0.106070768731604	-1.07629291904346	0.0284818767068753
"201567_s_at"	0.0362476220921754	0.0412194386755114	1.02898320773196	0.260067688002356
"201568_at"	0.0267504876813488	-0.049107199749744	-1.03462445664438	0.0714355739455102
"201569_s_at"	0.0422766477794297	-0.0142047950198402	-1.00989464508818	0.738065697875721
"201570_at"	0.0371057844663973	-0.0780500763918318	-1.0555903568704	0.0396999390307452
"201571_s_at"	0.0313056506722491	-0.0967425038504973	-1.06935620923588	0.00304967173021141
"201572_x_at"	0.0326930888184042	-0.0124179318466276	-1.00864460509826	0.705432840030917
"201573_s_at"	0.0291076754884911	0.0193722602878916	1.01351838575578	0.508300149708025
"201574_at"	0.0253097530051763	-0.0306076928734179	-1.02144228763946	0.231362099020799
"201575_at"	0.023954232036618	0.0698895283477642	1.04963630662489	0.00498342201901581
"201576_s_at"	0.0305375022251405	0.0150910064654335	1.01051518865852	0.623014405274124
"201577_at"	0.0337891367189435	-0.0963109457879119	-1.06903637707158	0.00600714338203897
"201578_at"	0.0685578396192363	-0.0781570280004982	-1.05566861406848	0.258886613149568
"201579_at"	0.0427657690601991	0.0737175541875584	1.05242509441819	0.0899896622674159
"201580_s_at"	0.0464478136647841	-0.0356950748447251	-1.02505056234264	0.445256375276047
"201581_at"	0.0259693543867269	0.0342169031966426	1.02400084312194	0.192735335895584
"201582_at"	0.0379407033515162	0.00810149820005995	1.00563132728285	0.831649357786599
"201583_s_at"	0.0280721615270333	0.0176388402553257	1.01230135928573	0.532206656553669
"201584_s_at"	0.0393393362773842	-0.0115942226860626	-1.00806888213482	0.769239743444771
"201585_s_at"	0.0400054027951099	-0.0927366370582324	-1.06639109413533	0.0239296490822895
"201586_s_at"	0.0455204024106664	-0.0740624967288021	-1.05267675508018	0.109062926580652
"201587_s_at"	0.0390152135527079	-0.0578494417545974	-1.04091296335552	0.143465502786045
"201588_at"	0.0296893565621902	-0.000204795776650853	-1.00014196369107	0.994519544862438
"201589_at"	0.0475955099996663	-0.0423776423880072	-1.02980961292935	0.376883324864075
"201590_x_at"	0.0576886546258453	-0.0224647066515173	-1.01569321323136	0.698372790528651
"201591_s_at"	0.0302278203482523	0.104999816731297	1.07549425383498	0.000968400466880071
"201592_at"	0.0293997349176482	0.000422267926486197	1.0002927366617	0.988588849985945
"201593_s_at"	0.0691057126521409	-0.20294802244396	-1.15104802051164	0.00472310010445465
"201594_s_at"	0.0348706244736221	0.0036318226398397	1.00252055890388	0.917402485306127
"201595_s_at"	0.0283569506220452	-0.0663951225890482	-1.04709701965843	0.0226086074879216
"201597_at"	0.0273836775483503	-0.0287154250155217	-1.02010342160654	0.298623814223826
"201598_s_at"	0.0284662861919312	-0.00886233762928518	-1.00616181067121	0.756649064199145
"201599_at"	0.0348518084593698	-0.0266206999959125	-1.01862335440088	0.448015103085288
"201600_at"	0.0216720162654169	-0.00253148343319643	-1.00175623097474	0.907408239574311
"201601_x_at"	0.0694245810087925	-0.0319041052874639	-1.02236057291351	0.647527724658586
"201602_s_at"	0.072395936838073	-0.121671747316992	-1.08799486484015	0.0981197044331306
"201603_at"	0.0356972815615411	0.0442085780679298	1.03111738212365	0.220461658254889
"201604_s_at"	0.0526207590681984	0.0119752332019514	1.00833514462004	0.820762509157598
"201605_x_at"	0.0229323592304831	-0.00280198691312688	-1.00194407660011	0.903167853857644
"201606_s_at"	0.0494168964339526	-0.113608955732852	-1.08193134595459	0.0250639438066936
"201607_at"	0.0497723545299482	0.0562436874741859	1.0397550467052	0.263041504893038
"201608_s_at"	0.021995371950878	-0.0196681835720631	-1.01372629833801	0.37485008593864
"201609_x_at"	0.0418051864103212	0.0751645922691217	1.05348121726029	0.0772982361110573
"201611_s_at"	0.0315441290304903	-0.0421960190845481	-1.0296799766266	0.186133754177025
"201612_at"	0.0288034213566796	0.0866754129716084	1.06192024180947	0.00384842502738473
"201613_s_at"	0.0491166732715097	0.0966484140774363	1.06928647017163	0.0538050946331693
"201614_s_at"	0.0337393422768809	0.0767482949598673	1.05463829970722	0.0265715647634835
"201615_x_at"	0.0353273154355532	0.0574362190373152	1.04061486342642	0.10931599995661
"201616_s_at"	0.0458147390792556	-0.0852588582479435	-1.06087807431902	0.0677364240537972
"201618_x_at"	0.030846769264481	0.0624426558433804	1.04423227552017	0.0474756414962995
"201619_at"	0.0336472235243491	0.00740150224174475	1.00514351309003	0.826651031566473
"201620_at"	0.0401530188392151	0.0372329372973221	1.02614381296895	0.357561044209646
"201621_at"	0.0345660540684458	-0.0337251726306266	-1.02365188045329	0.333209973890793
"201622_at"	0.0195991468527436	0.0558836816151892	1.03949562167155	0.0059909287439728
"201623_s_at"	0.0489093489726946	0.0181094864389016	1.01263165326986	0.712509977857473
"201624_at"	0.0438231835184161	0.0807504635320491	1.05756802501646	0.0704072041498788
"201625_s_at"	0.0312851457259246	0.00702977068472958	1.00488455647112	0.822989102079974
"201626_at"	0.0636485250655967	-0.0310628143083289	-1.02176456892633	0.627332707041237
"201627_s_at"	0.0698479250760932	0.013622394235098	1.00948704354009	0.846040047189812
"201628_s_at"	0.0301929342718565	-0.00609412846959257	-1.00423306217052	0.840736480650168
"201629_s_at"	0.0582536458955482	0.0126677087190392	1.00881924900987	0.828601892660856
"201630_s_at"	0.0333199344971352	-0.00460010647168134	-1.00319363966656	0.89066414537241
"201631_s_at"	0.0395815721203506	-0.0344643655928735	-1.02417650286233	0.387437524897067
"201632_at"	0.0186319569677502	-0.0232875740665166	-1.0162726976143	0.216281227017037
"201633_s_at"	0.0336510561954491	-0.0158628565001723	-1.01105596466574	0.639098957923339
"201635_s_at"	0.0499267894873161	0.0363991694273896	1.02555095131861	0.468854824317232
"201636_at"	0.045904774470952	-0.0753000557614986	-1.05358013972199	0.106253006400685
"201637_s_at"	0.0444566860002535	0.0408442871566827	1.02871567064571	0.361970662716097
"201638_s_at"	0.0318430486879419	0.0428414373920294	1.03014072748964	0.183646307437817
"201639_s_at"	0.0435419688894123	-0.0419385741716422	-1.02949624949517	0.339390450338417
"201640_x_at"	0.0265565139162305	-0.0117268624482677	-1.0081615671166	0.660406365183966
"201641_at"	0.0511902063811028	-0.0433272854825946	-1.03048770046357	0.400750765510339
"201642_at"	0.0254653886096342	-0.0502814305133162	-1.03546689553342	0.05301122753811
"201643_x_at"	0.0330683359282766	0.0491713757355663	1.03467048128535	0.142349650419021
"201644_at"	0.0228555478209397	-0.0232617760439381	-1.01625452496461	0.312940996545774
"201645_at"	0.0526626594438015	-0.0542400247878108	-1.03831200274252	0.30723627034122
"201646_at"	0.0437389503101672	-0.111297573013393	-1.08019934081976	0.0135774801863802
"201647_s_at"	0.056023888094122	-0.0818827438222177	-1.05839836921671	0.149165439543431
"201648_at"	0.0347781299180581	-0.0155606799524964	-1.01084421831689	0.65620508361494
"201649_at"	0.0400876781447371	-0.0563226239086498	-1.03981193800873	0.165268918822624
"201651_s_at"	0.0535581680952101	0.117781056329026	1.08506468976446	0.0318011898660452
"201652_at"	0.028322065020077	-0.0267810423799178	-1.01873657137951	0.348214685453131
"201653_at"	0.0350004009821065	0.0411411201128563	1.0289273495664	0.24453761646045
"201655_s_at"	0.035746893856213	-0.0103460979858054	-1.00719714449199	0.773269667574054
"201656_at"	0.0341839439276245	0.0594198071522323	1.04204660810372	0.087385716277702
"201658_at"	0.032118540700133	0.0648248643088919	1.0459579582171	0.0481135988111479
"201659_s_at"	0.0367628411114337	-0.0424067366166509	-1.02983038087933	0.253347938697415
"201660_at"	0.0346501787448599	0.0566135578851465	1.04002164769662	0.107613665194609
"201661_s_at"	0.0736101676556483	0.0176333925519125	1.01229753678201	0.811508589216386
"201662_s_at"	0.0504005181782704	0.0226842229127315	1.01584776990051	0.65430278476089
"201663_s_at"	0.0432105542394181	-0.0394056174730871	-1.02769033658316	0.365509278276552
"201665_x_at"	0.033345573461947	-0.0299118616527412	-1.02094975107505	0.373350573295295
"201666_at"	0.0790293902708862	0.029885200376098	1.0209308839053	0.70667412664746
"201667_at"	0.137657948269134	0.396379133174796	1.31620037058014	0.00554258529771036
"201668_x_at"	0.0337869152573798	0.00106291267780011	1.00073702639637	0.975009432503561
"201669_s_at"	0.0465349927088068	-0.0702425018578682	-1.0498931447838	0.136519511861144
"201670_s_at"	0.0654280521586327	-0.211450698074224	-1.15785187353683	0.00201431245600558
"201671_x_at"	0.0471346713486438	-0.0165357427644382	-1.01152764047489	0.726973641512464
"201672_s_at"	0.0341881981274341	-0.0988253481111107	-1.07090117262156	0.00537313449494436
"201673_s_at"	0.038923671323511	0.066501851279556	1.04717448539058	0.0927964475918289
"201674_s_at"	0.0377635611785123	0.0234801126177102	1.01640833593341	0.536490781484805
"201675_at"	0.0382122013720883	0.032778775669007	1.02298059281803	0.394469163185126
"201676_x_at"	0.0313818568873056	-0.066545263013586	-1.04720599609999	0.0381779987119649
"201677_at"	0.0347397041067458	-0.0476400441880794	-1.03357282521944	0.17546144372196
"201678_s_at"	0.0223953440733212	0.0198050918838159	1.01382250310594	0.380102552873386
"201680_x_at"	0.0351447966748134	-0.0373472782920104	-1.02622514336143	0.29226251959813
"201681_s_at"	0.0400893610575701	-0.0978149673453284	-1.07015143749873	0.0177142174520971
"201682_at"	0.0254420398751009	0.0634296408014509	1.0449469062246	0.0154884893678628
"201683_x_at"	0.0371598211538484	-0.00621782181003033	-1.00431916648481	0.867685374041739
"201684_s_at"	0.0213835161193062	-0.041962539894949	-1.02951335139577	0.054440071521726
"201685_s_at"	0.0407238084787409	0.00415903287706665	1.00288698123959	0.919001548088626
"201686_x_at"	0.0276223196067951	-0.0381330447541054	-1.02678423098118	0.172635880821932
"201687_s_at"	0.0271746122269374	0.00625675271549506	1.00434626824988	0.818699731056923
"201688_s_at"	0.0410641257229701	-0.0783845285759327	-1.05583509703775	0.0611515674064775
"201689_s_at"	0.0498375529537861	-0.0640111703280386	-1.04536819412669	0.204023734967638
"201690_s_at"	0.0377451764746923	0.0217421263184003	1.01518462606866	0.566789853879216
"201692_at"	0.0232708750987452	0.00344356477439318	1.00238974812143	0.882865134127268
"201693_s_at"	0.103703717252436	-0.20497624517724	-1.15266736729615	0.0527721640695759
"201694_s_at"	0.141531875125986	-0.171028412627526	-1.12586075876957	0.23171099448375
"201695_s_at"	0.0494873562919351	-0.0335906370870968	-1.02355642636415	0.499936246891027
"201696_at"	0.0340542974081134	-0.114572862771626	-1.08265445768487	0.0013528938071354
"201697_s_at"	0.0345088212659098	-0.0958812537290207	-1.06871802286064	0.00731346064546341
"201698_s_at"	0.0290838948268061	-0.0696606050706273	-1.049469766148	0.019806076377393
"201699_at"	0.0452479815116776	-0.0266971601647381	-1.01867734098525	0.557431088267463
"201700_at"	0.0321638047613324	0.0489691521273889	1.03452546093908	0.133227852426439
"201701_s_at"	0.0398258634463196	-0.0166264053381457	-1.01159120940547	0.677844451311013
"201702_s_at"	0.0305269543983209	0.0252144283905473	1.01763093179039	0.412147242855575
"201703_s_at"	0.0264471030410851	0.0932730406073563	1.06678765910871	0.000821209783383684
"201704_at"	0.0254718999631395	0.0476063813236453	1.03354870881577	0.0665923592026306
"201705_at"	0.035401440889759	-0.0533200692574743	-1.03765011900554	0.137362891192757
"201706_s_at"	0.0324550208327125	0.049963693468735	1.03523887093046	0.129034853825373
"201707_at"	0.0368917041790873	0.125134636010791	1.09060950639969	0.00124422132462319
"201708_s_at"	0.0255923697140872	-0.0733738859824945	-1.05217442330797	0.0057367796689841
"201709_s_at"	0.0181466305401723	0.0497394181276234	1.03507794953092	0.008093795167799
"201710_at"	0.0324853727088185	-0.0515458022262041	-1.03637477202711	0.117917274091478
"201711_x_at"	0.0598524337124667	-0.141504972675386	-1.10305518730946	0.0213780465755147
"201712_s_at"	0.0352067458903177	0.00659314155831192	1.00458047593778	0.852092035069995
"201713_s_at"	0.036874516832028	-0.0527498063410276	-1.03724004173161	0.157842328973389
"201714_at"	0.0586471172670787	-0.145381196428782	-1.10602285385797	0.0160562279450469
"201715_s_at"	0.0300953493051517	-0.043014019124927	-1.03026396497289	0.15820371994208
"201716_at"	0.0251833589622782	-0.0533030047690739	-1.03763784554289	0.03852192178823
"201717_at"	0.0244267691880074	-0.0179981493033259	-1.01255350844077	0.464151332327942
"201718_s_at"	0.0478073661604181	-0.134920915116377	-1.09803262077347	0.00649099906748971
"201719_s_at"	0.0306502801402631	0.00472525401757695	1.00328066614409	0.878004402428221
"201720_s_at"	0.0550054656855809	-0.0139928667286894	-1.00974630498775	0.80007846025304
"201721_s_at"	0.11429055842308	-0.164990387044922	-1.12115860750776	0.154139284294502
"201722_s_at"	0.0341106269970062	0.0861779589533978	1.06155414543217	0.0142257811371191
"201723_s_at"	0.0352037800106377	-0.0160442571629878	-1.01118310016418	0.650240048971795
"201724_s_at"	0.0362608419378741	0.152004432312078	1.11111214225815	9.3954262658446e-05
"201725_at"	0.0229128463086957	0.003825842176646	1.00265539104006	0.867961722117421
"201726_at"	0.047785450686036	-0.0710623565140121	-1.05048994756013	0.142310048102229
"201727_s_at"	0.0304732750139549	-0.00733448668234931	-1.00509682360374	0.810632995543212
"201728_s_at"	0.0267251786199388	-0.0216671047101047	-1.01513183680896	0.420774799297441
"201729_s_at"	0.0341196304056864	-0.0367908041726579	-1.02582938570288	0.285293890465862
"201730_s_at"	0.0818668399507636	-0.125483620195572	-1.09087335391851	0.130675840947543
"201731_s_at"	0.0204987381517299	0.0851508287129292	1.06079863835295	0.000106860136013105
"201732_s_at"	0.0369855444000231	-0.0142716177706719	-1.00994142247301	0.70098074261216
"201733_at"	0.0320908280775856	-0.0178344044181086	-1.01243859084242	0.58048475339949
"201734_at"	0.0250221490484504	-0.0199778646665212	-1.01394392268447	0.427836358126768
"201735_s_at"	0.0363749057870718	-0.0232817837498608	-1.01626861876967	0.524617498588231
"201736_s_at"	0.062879779091085	-0.122599410002846	-1.08869467787779	0.0559642010469641
"201737_s_at"	0.094125210322572	-0.0102471677431768	-1.00712808010989	0.913677077952765
"201738_at"	0.0306844576747994	-0.00658743952018614	-1.00457650549032	0.830754585268263
"201739_at"	0.123218290442306	0.225700124218259	1.16934458110196	0.0720441785814074
"201740_at"	0.0274304936909205	-0.00366428133804308	-1.00254311452194	0.894185965326685
"201742_x_at"	0.0439549562485479	-0.0655177293371731	-1.04646040795231	0.141402860712796
"201743_at"	0.0610863349392346	-0.100213835360423	-1.07193233190486	0.106216650260014
"201745_at"	0.0354155158109815	-0.0244849764768913	-1.01711652980106	0.492048990962987
"201747_s_at"	0.0408220342463163	-0.00518049378785415	-1.00359729946941	0.899447616875394
"201748_s_at"	0.0336289616403867	-0.0429348062767637	-1.03020739868528	0.206702970580781
"201749_at"	0.0238391375242628	0.017358734288956	1.01210483533728	0.469395128651574
"201750_s_at"	0.0343082591430848	-0.0223477697041326	-1.01561089004656	0.517329402321775
"201751_at"	0.0228948691225309	-0.0525719981034595	-1.03711221259672	0.0252313347497538
"201752_s_at"	0.0616336315428018	0.0246658982588332	1.01724408972796	0.690453165970033
"201753_s_at"	0.0511673819466434	0.114086653645079	1.0822896489265	0.0295881082832331
"201754_at"	0.0208678672150138	-0.0130193102810325	-1.00906513995684	0.535102909861881
"201756_at"	0.0444759471915218	0.00863058001739004	1.00600019167129	0.846802918879576
"201757_at"	0.0323902483747987	0.00767050218371964	1.00533094615661	0.813620493000913
"201758_at"	0.0227762104490909	-0.0175118779374654	-1.01221227706933	0.445039214322014
"201759_at"	0.0313347428830887	0.0230966020949744	1.01613818078959	0.463987325765121
"201760_s_at"	0.0353728651059383	-0.0575028837613277	-1.04066294975341	0.109360586284843
"201761_at"	0.0498577050399616	-0.0221084396298349	-1.01544242334864	0.65907605883654
"201762_s_at"	0.0500525381996355	0.00410754081485306	1.00285118725971	0.934873128682636
"201764_at"	0.0283888421572731	0.0200612235757439	1.0140025100497	0.482560144018256
"201765_s_at"	0.034669516070962	0.0321684507829638	1.02254791754676	0.35726069330272
"201767_s_at"	0.0353689350329743	0.0562001538417188	1.03972367234689	0.117412256405594
"201768_s_at"	0.0206211126534369	0.0125464129168642	1.00873443524623	0.545240560043121
"201769_at"	0.0490616605810377	-0.0312889348789469	-1.02192472757935	0.5261057092696
"201770_at"	0.0344441192326935	0.0274056366864259	1.01917771438066	0.429422152546192
"201771_at"	0.0252763155233698	-0.00664754418833261	-1.00461835840694	0.793470693279519
"201772_at"	0.0390675822207796	-0.102081146738588	-1.07332065536872	0.0113706800894865
"201773_at"	0.0456744041202781	-0.0159201135978559	-1.01109609184249	0.728662986113645
"201774_s_at"	0.0339028070718724	0.0587937904221601	1.04159453952358	0.0881075225969029
"201775_s_at"	0.0291112015286514	0.0287856136262069	1.02015305190374	0.326791287074663
"201776_s_at"	0.040717163139351	0.0297881562763396	1.02086221243724	0.467316470431495
"201777_s_at"	0.0370581521996855	-0.0188403785107204	-1.01314479841634	0.613068361893392
"201778_s_at"	0.0263896249072944	0.0102771282692927	1.00714899541049	0.698354176997657
"201779_s_at"	0.0409189704650471	-0.0534669032398864	-1.03775573387826	0.196401012275932
"201780_s_at"	0.0345855273632499	0.00483337029015838	1.00335585530565	0.889332522536883
"201781_s_at"	0.0528444110123485	-0.102562992346355	-1.0736791935241	0.0570588720586699
"201782_s_at"	0.0234395067767005	-0.0305936623452625	-1.02143235393574	0.196886059772477
"201783_s_at"	0.0282678963589257	0.0271896091056914	1.01902511524743	0.340048209718019
"201784_s_at"	0.0379265115815625	-0.0329604739123498	-1.02310943881578	0.388335135760397
"201785_at"	0.062695551054005	0.0130499961137319	1.00908660279721	0.835829755902301
"201786_s_at"	0.0207418007639997	0.0565280293756288	1.03995999304181	0.0084417356865422
"201787_at"	0.0301904718839742	0.0137869237642276	1.0096021752168	0.649588873606138
"201788_at"	0.0300580174500199	0.07954572825011	1.05668526209369	0.0104138346709912
"201790_s_at"	0.0519549265681912	0.0522358414777988	1.03687058736173	0.318806691312743
"201791_s_at"	0.0450164275430366	0.0904851648588833	1.06472818039047	0.0490054354179826
"201792_at"	0.0587054004802788	-0.0690452710096523	-1.04902224482338	0.244266197746505
"201793_x_at"	0.0335610270567573	0.00372830583295704	1.00258760676667	0.911921764333271
"201794_s_at"	0.0684981304639274	-0.0993824717010518	-1.07131480093695	0.152109903179866
"201795_at"	0.0415244432799114	0.123585085742678	1.08943874822248	0.00422640826867599
"201796_s_at"	0.0289429119595401	0.0151940501283938	1.01058736670188	0.601573878744902
"201797_s_at"	0.0230782751625649	-0.0155491393774284	-1.01083613228582	0.503097178643715
"201798_s_at"	0.0403690646684801	-0.128145703729288	-1.09288810881032	0.00238666845067301
"201799_s_at"	0.0287886423835212	-0.0627959582752887	-1.04448802948714	0.033160387330581
"201800_s_at"	0.0261942623444759	0.0132212116572238	1.00920636585085	0.61562367996912
"201801_s_at"	0.0379872923049579	-0.111429066020691	-1.0802977990032	0.00476907047782131
"201802_at"	0.0242360469382217	0.0192487447959212	1.01343161768643	0.43025059222373
"201803_at"	0.0310902978422081	-0.00253185390651504	-1.0017564882183	0.935371249880978
"201804_x_at"	0.0325115296471202	-0.0537140217582875	-1.03793350576829	0.103816138182135
"201805_at"	0.020605149093733	-0.0259367699917434	-1.01814057602504	0.21307792795347
"201806_s_at"	0.0237214478110262	-0.0198504065340211	-1.01385434748905	0.406074621355578
"201807_at"	0.0347545464445065	0.0271807060283505	1.01901882671717	0.437297241159793
"201808_s_at"	0.0235786861754972	0.0343436593741458	1.02409081649206	0.150540685547506
"201809_s_at"	0.0450396792658223	-0.0550273398339059	-1.03887879041355	0.226660386448414
"201810_s_at"	0.046147915385003	-0.0943232395532437	-1.06756450183259	0.045432253431046
"201811_x_at"	0.0297788017902664	0.0452699899589979	1.03187626942558	0.13379992048517
"201812_s_at"	0.0347093890172202	-0.00577971079412551	-1.00401422574853	0.868319295476313
"201813_s_at"	0.0452524701440708	-0.119361988434913	-1.08625437558917	0.0106556865034629
"201814_at"	0.0255723534022046	-0.00216069357083247	-1.00149880073746	0.932950249116596
"201815_s_at"	0.0405756639188292	0.0208116541903308	1.01453008964484	0.609929594194437
"201816_s_at"	0.0314974587448997	-0.0838692437963478	-1.05985672073845	0.00997431845399257
"201817_at"	0.0330098072937383	0.0428828936816351	1.03017032932836	0.198965065996636
"201818_at"	0.028231653511675	-0.0109763760392867	-1.00763726033441	0.698826081451648
"201819_at"	0.0272663300117329	-0.0474277147988879	-1.03342071979742	0.0871751549697762
"201820_at"	0.0309707485117056	-0.025296007975328	-1.01768847704684	0.417345156661484
"201821_s_at"	0.0463812201141601	-0.0631541604260899	-1.0447473942861	0.17849109718359
"201823_s_at"	0.0420129785137444	-0.126900979141455	-1.09194559636404	0.00372628144148636
"201824_at"	0.036500401370845	-0.0519371758558203	-1.03665595742421	0.160025391682039
"201825_s_at"	0.0278028331754759	0.0443113916049858	1.03119086723295	0.116330672461827
"201826_s_at"	0.0308675944486561	-0.0144543141197644	-1.01006932496721	0.641318157694727
"201827_at"	0.0263871154093695	-0.00378198707657406	-1.00262491274565	0.88652030064363
"201828_x_at"	0.025800526939542	-0.0165551357898391	-1.01154123774425	0.523579869385737
"201829_at"	0.0639379348874207	-0.0624786810074636	-1.04425835109934	0.332471319300085
"201830_s_at"	0.0770216548602252	-0.023971935732535	-1.01675489450432	0.756718032233624
"201831_s_at"	0.0461746722837727	-0.024909236020804	-1.01741568162366	0.591601903092623
"201832_s_at"	0.0247577052655053	-0.0134552648106999	-1.00937010599494	0.588848505369874
"201833_at"	0.047300624846581	0.0992277482772004	1.07119991275808	0.0402145124795838
"201834_at"	0.0412296914208859	0.051301801162712	1.0361995061835	0.218312426070289
"201835_s_at"	0.0283097539818799	0.0414205697063174	1.02912667178679	0.148741762580836
"201836_s_at"	0.0338022007119507	-0.0795253795562508	-1.05667035803382	0.0219937099966686
"201837_s_at"	0.0281943520381696	-0.0753605188288074	-1.05362429598509	0.00970929627323967
"201838_s_at"	0.0269833967366484	-0.00918986573682448	-1.00639026067268	0.734633406668188
"201840_at"	0.029837035817793	-0.069917851666403	-1.04965691352694	0.0225027854731633
"201841_s_at"	0.0947716496184544	-0.095330343752862	-1.06830999829256	0.318573712178822
"201842_s_at"	0.107260521598507	0.369618097944776	1.29201077159611	0.00105447581043076
"201843_s_at"	0.0680720121533338	0.182316989992799	1.13470477569783	0.00957107803487688
"201844_s_at"	0.119682371088187	-0.287051928838983	-1.22014442776097	0.0196452531183595
"201845_s_at"	0.0464540936092624	0.0223485373180022	1.01561143042217	0.632232892899686
"201846_s_at"	0.0809782271686827	-0.184310451702971	-1.13627375177751	0.0264882608845275
"201847_at"	0.0486484632261276	-0.102577103191807	-1.07368969511648	0.0392402720916373
"201848_s_at"	0.0442625517000266	-0.0895059449261345	-1.06400574822174	0.0477013747919319
"201849_at"	0.0377686818148884	-0.0342830583576776	-1.02404780002687	0.367723495005289
"201850_at"	0.0403044287000238	0.099609815714578	1.07148363509171	0.0163629577676203
"201851_at"	0.0302829442968301	-0.0238817919576021	-1.01669136669114	0.433490484821477
"201853_s_at"	0.027756333069426	-0.0615449695445272	-1.04358272630565	0.0304654403780157
"201854_s_at"	0.0316581694508399	0.0315713685147099	1.02212480740344	0.32271179715257
"201855_s_at"	0.0413051412747215	0.024358785717884	1.01702756776121	0.557624977224622
