"standard_error_unadjusted"	"coefficient_unadjusted"	"fold_change_up_or_down_regulated_unadjusted"	"p_unadjusted"	"standard_error_adjusted"	"coefficient_adjusted"	"fold_change_up_or_down_regulated_adjusted"	"p_adjusted"
"204239_s_at"	0.0630638924461826	-0.162101204437506	-1.11891558973077	0.0127011556343874	0.0366921850725719	-0.141666776808977	-1.10317890638575	0.000331119603784167
"204243_at"	0.055324183259921	0.0699203487724619	1.0496587303398	0.211261866145432	0.0505146595961077	0.113648338591333	1.08196088104653	0.0289862713763564
"204247_s_at"	0.127250553848098	-0.226737023731606	-1.17018531917962	0.0799257659241013	0.0250030180440235	-0.0672974865147078	-1.04775215335205	0.00970217670121973
"204249_s_at"	0.138357735543762	-0.167071750718261	-1.12277726067385	0.2320448668719	0.12733828766599	-0.266018382111077	-1.2024845702679	0.0419173146473554
"204263_s_at"	0.0479992087613944	0.0976653336951854	1.07004044913506	0.046379909840755	0.0388124664545188	0.123193678783045	1.0891432207148	0.00259747719484184
"204266_s_at"	0.0977071851050497	0.0392843381585486	1.02760394802743	0.689091327420135	0.0634540504066107	0.13277935062711	1.09640388902241	0.0415930580478963
"204294_at"	0.0538331015939202	0.130208814774365	1.09445210010696	0.0186776174060533	0.0315632546325067	0.0678932492895202	1.04818491330115	0.0364324726643672
"204307_at"	0.0600756134650242	0.100482746349492	1.07213215324039	0.0997004521540677	0.0400074303438699	0.105446950200911	1.07582763267958	0.011212798684425
"204312_x_at"	0.1165554537833	-0.372205279778749	-1.2943298104045	0.0022567636103543	0.053249912512658	-0.120964323727066	-1.08746149878702	0.0275358178290246
"204320_at"	0.0887679202646875	-0.129325980484501	-1.09378257242157	0.150445804995149	0.0623866591245971	-0.169690540870103	-1.12481718471043	0.00900824355621411
"204326_x_at"	0.212649678308557	0.625342010288903	1.54257647059264	0.00467115041979907	0.161472716601141	0.583007077901942	1.49796828348016	0.000717280034032919
"204336_s_at"	0.0435439745819633	-0.0475177246793104	-1.03348519702549	0.279595691522978	0.0295390670824528	-0.0783367615246626	-1.055800139342	0.0107517251440897
"204338_s_at"	0.40184021780449	-0.973943933233506	-1.96420285516856	0.0184478363993182	0.0912304931121173	-0.253868594549094	-1.19240025961251	0.00763460093636409
"204339_s_at"	0.260983192025788	-0.705036264461162	-1.63018564162932	0.00899847193993356	0.0636153376867892	-0.174765728185621	-1.12878109297722	0.0083858833302451
"204345_at"	0.0862339991003969	-0.136893555618816	-1.09953502084364	0.117752405233463	0.0589923978221261	-0.15529630302852	-1.11365031803649	0.0113056102490019
"204350_s_at"	0.0947443439706469	0.0872514957320585	1.06234436200326	0.360845064266535	0.0419418730021595	0.139564643293142	1.10157264824189	0.00166772492262406
"204354_at"	0.101454576499158	0.192036227278183	1.14237493247766	0.0632890152390182	0.0469420341154759	0.145909941614636	1.10642828357167	0.00313006228449508
"204355_at"	0.0907919740455071	-0.189201476398412	-1.14013248426699	0.0415090963730635	0.0283206713286897	-0.0603944375422024	-1.04275081335466	0.038000321730724
"204358_s_at"	0.153175906631539	-0.402259284855788	-1.3215759013291	0.0109844472674773	0.0656402519042272	-0.186567871944382	-1.1380530988589	0.00651205292448224
"204364_s_at"	0.185151326302997	-0.43899284258159	-1.35565760117021	0.0210250568548166	0.052725815008183	-0.121922912002803	-1.08818429480907	0.0249988167173224
"204371_s_at"	0.0630847042879698	-0.0459316480110186	-1.03234962367603	0.469435421356656	0.0293377766500877	-0.0621662011939212	-1.04403219497507	0.0391849837529366
"204379_s_at"	0.172613213260912	0.38957567991196	1.31000805250651	0.0277297455454824	0.0935309221573084	0.253208139771112	1.19185451280385	0.00931429728041314
"204391_x_at"	0.0671946913970248	0.218264658555934	1.16333343238849	0.00191828089835768	0.0359055654543512	0.0858545122443688	1.06131617573077	0.0206822508724927
"204392_at"	0.116846993943307	-0.264406458848134	-1.20114178446641	0.02734031000681	0.0464845563912168	-0.14906965461882	-1.10885417879135	0.00236505454541276
"204405_x_at"	0.0660657588997407	0.192909913367842	1.14306695631823	0.00495090348020207	0.0466346519657237	0.140708006801894	1.10244601174045	0.00403827111650245
"204411_at"	0.0617547726374044	-0.0983501830438475	-1.07054851941041	0.116595662194213	0.0523260390600067	-0.151200157623795	-1.11049289127339	0.00573179404046123
"204420_at"	0.0621856827165966	0.0885122567886444	1.06327314304327	0.159900240215977	0.0277191465234932	0.0619342292972972	1.04386433783829	0.0300543825968484
"204425_at"	0.0443080668167646	0.0501496855306084	1.03537234239791	0.262280633793291	0.0259164164795758	0.0906443803746921	1.06484569004853	0.00100865196793824
"204426_at"	0.137185119940076	-0.385222701719151	-1.3060613817839	0.00674694108844609	0.0626059017912619	-0.133008172367177	-1.09657780030332	0.0386955808511801
"204427_s_at"	0.183038849612129	-0.475688323122403	-1.39058152087714	0.0117972127347361	0.0583501949972189	-0.160119774638999	-1.1173799007248	0.00845484543316742
"204430_s_at"	0.0488293390523522	0.0984389060188211	1.0706143581133	0.0483630748747039	0.0502224025999772	0.113882229415337	1.08213630359194	0.0278016886063699
"204445_s_at"	0.0842289185406219	-0.0463526791098214	-1.0326509449628	0.584178970112358	0.0356620663444327	-0.116884203753824	-1.08439036801331	0.00192905714507107
"204469_at"	0.151404283820158	0.310951366363186	1.24052547856389	0.0444368595632301	0.0859733464919172	0.21032327857824	1.15694740321319	0.0180654856923436
"204477_at"	0.0701564986032158	-0.13182190933426	-1.09567650445761	0.0651911587113273	0.0525768925806599	-0.123936657078041	-1.08970426664258	0.0224501497584909
"204478_s_at"	0.0775793351423398	-0.107172132743393	-1.07711488268551	0.172349408030903	0.0386324627386879	-0.0867800604286452	-1.0619972721452	0.0292257697094782
"204487_s_at"	0.0372025319477471	-0.0645088456548043	-1.04572886889659	0.0881425307890869	0.0290321437260286	-0.061765333617697	-1.0437421402482	0.0384376047359378
"204494_s_at"	0.050107560746321	0.0476251632242483	1.03356216428275	0.345756617518917	0.0275458071989809	0.0671942483520329	1.04767717968536	0.0183801951657238
"204503_at"	0.0340059693021498	0.0606218175091083	1.04291517195031	0.0797830647373162	0.0293284569441867	0.0668955595187984	1.04746029595453	0.0269391864164991
"204504_s_at"	0.0301297501084126	-0.0732764826832862	-1.05210338833682	0.0180679828757928	0.0270290558693809	-0.0568111919332448	-1.04016412948371	0.0407295111239521
"204511_at"	0.0450786765642829	0.0728000479589381	1.0517559997238	0.111656138300417	0.0378437735853984	0.104993269320584	1.07548937290976	0.00780512399404483
"204513_s_at"	0.108323888902435	-0.214585500897849	-1.1603704817388	0.0522629106540357	0.0623935958373739	-0.141824465814699	-1.10329949229429	0.0274432667312564
"204527_at"	0.101629235499683	-0.18164609409672	-1.13417722706358	0.0790189700680718	0.043635841577374	-0.133734990267911	-1.09713038636626	0.00353697642778052
"204529_s_at"	0.145719978460616	0.242915245704909	1.18338149936004	0.100814766143727	0.0922524457350813	0.21072829078543	1.15727224220335	0.0267267132385564
"204550_x_at"	0.0888771345331335	0.169493849844276	1.12466384227923	0.0613854930446738	0.082795982105511	0.176016253904136	1.1297599427669	0.038575377539216
"204557_s_at"	0.170188810626287	0.326854787562853	1.25427595078811	0.0596266210651423	0.0816460783484736	0.212216120206925	1.15846633505898	0.0123113585904076
"204559_s_at"	0.0761614748006414	-0.123137350194799	-1.08910069703473	0.111257839687221	0.0525543912996441	-0.129084878557878	-1.09359979571304	0.0176322844348601
"204581_at"	0.0836729404521452	-0.0667261743674549	-1.0473373220754	0.428379330059636	0.0390578630543168	-0.151013818096265	-1.11034946847657	0.00032550175389435
"204589_at"	0.0909440314288291	-0.108900504219704	-1.07840605661933	0.235921884763609	0.040952578538907	-0.094177607050901	-1.06745674223086	0.0257672094729548
"204605_at"	0.0836890479689447	0.145978016604642	1.10648049271446	0.0863162280781182	0.0488184140306083	0.11427404155434	1.08243023384601	0.0233564581387229
"204621_s_at"	0.1191962875245	-0.433678446848805	-1.35067300804067	0.000578498512674622	0.120827884243053	-0.35239600269045	-1.27667915403553	0.00532723572743975
"204622_x_at"	0.141939427715472	-0.184369489507849	-1.13632025119613	0.199021249205068	0.123311111105551	-0.264730590931774	-1.20141167679782	0.0367808825106771
"204629_at"	0.0484796248656432	-0.092655008444568	-1.06633075874801	0.0608385549539845	0.0443439976620088	-0.140173955307872	-1.10203798789385	0.00269558256181793
"204633_s_at"	0.129708974123519	-0.0102803220987959	-1.00715122503328	0.937096553566042	0.0655431097779183	0.17278728739972	1.12723419919799	0.0111968048945819
"204634_at"	0.107968963171862	0.233623700815277	1.17578452956745	0.034539954140665	0.0410670127121341	0.0825739355594379	1.05890556682823	0.0498755277407092
"204649_at"	0.0520295172917118	0.125021733952031	1.09052416109996	0.01942928700192	0.0328655021697715	0.125819374439392	1.09112725926296	0.000366702435514545
"204661_at"	0.0673037036683077	-0.000224874998372419	-1.00015588361969	0.997345386452586	0.0357754653880227	-0.0813208961438991	-1.05798626348972	0.0274413271065909
"204678_s_at"	0.213035084797516	-0.576481065440533	-1.49120754579993	0.00888915014553456	0.0649906595064687	-0.257074285144177	-1.19505273718127	0.000245807547750644
"204679_at"	0.183517470938557	-0.363377599828659	-1.28643414068228	0.0523655702350442	0.0828129019345808	-0.199487904868912	-1.14829068849107	0.0198053287242722
"204690_at"	0.0928597741114883	0.107724667921029	1.07752748398188	0.250689597686635	0.0401165535476049	0.0830633850576593	1.05926487264804	0.0436907640894601
"204703_at"	0.0557494227178949	0.111841705586312	1.08060682991967	0.0494315581747778	0.0396925297368564	0.0929386637780433	1.06654043586995	0.0233190800951282
"204719_at"	0.252506129983834	-0.431749502345688	-1.3488683076506	0.0925470377773659	0.122689594014468	-0.446654156733578	-1.36287585913057	0.000654728586439278
"204745_x_at"	0.142368988846467	0.273201228665587	1.20848639262482	0.0598299968038084	0.0965572013439473	0.202480938558697	1.1506754199663	0.0411766115800099
"204783_at"	0.090854785420411	0.264429962479412	1.20116135299807	0.00508412369648026	0.0525002475974009	0.145244102514406	1.10591775763598	0.00796894902606737
"204784_s_at"	0.0927825254626538	0.189346404550781	1.14024702378475	0.0457575071237828	0.057328704478149	0.149079070697422	1.10886141600496	0.012273497878127
"204809_at"	0.0597482239417814	0.109495871395406	1.0788511819212	0.0719064498117329	0.030664694164477	0.0760669785472305	1.05414036166585	0.0165984331294136
"204819_at"	0.0534737600602028	-0.0510783506533298	-1.03603902779342	0.343372033152094	0.0296730950112842	-0.0656266977233119	-1.04653945127411	0.0316851885216776
"204828_at"	0.0488597060972214	0.142833740735722	1.10407160425667	0.00490434499187918	0.0430579542633233	0.178066350822056	1.131366494196	0.000138336926293537
"204836_at"	0.0814893007690696	0.244576948227303	1.18474530866959	0.00393555378146174	0.0525471208423667	0.133159350484006	1.09669271527029	0.0145207012785936
"204838_s_at"	0.0660907057981461	0.172946676037576	1.12735874266954	0.0112560737804096	0.0398329789499247	0.118712975101773	1.08576582118098	0.00447314079065469
"204854_at"	0.0473058829530394	0.0644703277315389	1.04570094978306	0.178112242256558	0.0404035365967119	0.0939306433220713	1.06727402826328	0.0242685166357295
"204862_s_at"	0.0429060564277239	0.134866195645498	1.09799097467164	0.00261401367149453	0.0317702247691652	0.134855841305395	1.09798309432905	9.71143115692788e-05
"204874_x_at"	0.0776165701141853	0.0220104474571217	1.01537345379705	0.777725590066699	0.0487128356681877	0.0994819698058195	1.07138868867142	0.0465313069862056
"204883_s_at"	0.0486080421990897	-0.0308071159495831	-1.02158349089907	0.528669749876181	0.026776251820409	-0.0602783239736526	-1.04266689219159	0.0288927956271178
"204901_at"	0.0427905174163506	-0.0652011682266579	-1.04623081519843	0.132918863943903	0.0270846016788171	-0.0697456311600971	-1.04953161909491	0.0130910281809393
"204903_x_at"	0.0474307304335704	-0.0880019759559767	-1.06289713013156	0.0685397927567835	0.0249440737591695	-0.0516706991142259	-1.03646449687074	0.0436020527905104
"204906_at"	0.075746304311275	-0.0125350232976089	-1.0087264716396	0.869126481750427	0.0354217686991717	0.100159101608281	1.07189166512222	0.00677326954283822
"204921_at"	0.0426766968009729	-0.102261003207471	-1.07345447138054	0.0197561364181123	0.0287904908005257	-0.086743003821747	-1.06196999437067	0.00408715237686638
"204923_at"	0.068713962903544	-0.0205908836563445	-1.01437485156136	0.765489045761923	0.0316749957455958	-0.109866719821848	-1.07912853900523	0.00109996184795097
"204953_at"	0.185136969710885	0.00134309953580789	1.00093139913949	0.994236170934625	0.0443419509792732	0.106489247871774	1.07660516206988	0.0201638449837129
"204957_at"	0.113451633828047	0.174538772924688	1.12860353455303	0.129286834869281	0.0540440607248514	0.112447583282477	1.08106073948145	0.0427142086247871
"205019_s_at"	0.0560575677522691	-0.0756536536875071	-1.05383839902131	0.182309539501915	0.0358143405766834	-0.106359424838542	-1.07650828653116	0.00460470332301337
"205020_s_at"	0.0530365459277209	0.073108209297713	1.0519806800238	0.173269215689083	0.0457173493439244	0.0972365465788353	1.06972246690816	0.0384876863955411
"205021_s_at"	0.0681891489889821	-0.0377756004261193	-1.0265298648634	0.581684441714631	0.0315490780616139	-0.0687308710540665	-1.04879366109419	0.0342056720178203
"205036_at"	0.0611600761441143	0.163787724382119	1.12022437421775	0.00957816948201523	0.0447987497590266	0.09917159294128	1.07115821827758	0.0315342143756276
"205047_s_at"	0.157307939374993	-0.203732014626517	-1.15167369528288	0.200325269679855	0.0523328646416446	-0.143262685578857	-1.10439991773829	0.00860272980502916
"205050_s_at"	0.0664979649785191	-0.0778836392528549	-1.05546858525541	0.246219462394664	0.0334228465580673	-0.0717593677238951	-1.05099759481213	0.0367670962107012
"205058_at"	0.0500739292888116	0.0349061586696876	1.02449018202715	0.488482680723123	0.024030763483776	0.0514357002808137	1.03629568218394	0.0373246462895826
"205067_at"	0.0664545368993557	-0.116257059831511	-1.08391908266411	0.0854180353874092	0.0390796698244741	-0.108752065000385	-1.07829510488409	0.00763230695823069
"205080_at"	0.0687925904414383	-0.0326311054885763	-1.02287588877908	0.637008096782114	0.0375430753002435	-0.109909631556774	-1.07916063724166	0.00516910513256301
"205088_at"	0.0521997794613374	0.140329038883496	1.10215645865382	0.00931965982115723	0.0351960101772852	0.0926748211222428	1.06634540287729	0.0112874243866393
"205095_s_at"	0.157544736345718	-0.45233160703785	-1.3682497633674	0.00567188343696742	0.0405439328935324	-0.096846629645511	-1.06943339227222	0.0208050959999492
"205096_at"	0.0461909867414205	0.101896803939923	1.07318351876845	0.0312916125551338	0.0389787733669542	0.0816880625728819	1.0582555556566	0.0412970268734543
"205114_s_at"	0.131284237793562	-0.225665289430488	-1.16931634687547	0.0908747896800927	0.10412002044657	-0.237430565647464	-1.17889118992618	0.0269745624165809
"205123_s_at"	0.221517267611456	-0.416293740190202	-1.33449485208964	0.0651475171496448	0.103969922401298	-0.291794372975142	-1.22416190042366	0.00716595489976642
"205133_s_at"	0.133452249449678	-0.132772201083296	-1.09639845560232	0.323845835965126	0.0517423577539752	-0.161432459007693	-1.11839704889818	0.00302899154816876
"205134_s_at"	0.0418058228587945	0.110430398591963	1.07955025023145	0.0105491365913102	0.0256161275722635	0.104853386091535	1.07538509887483	0.000158472383444179
"205139_s_at"	0.101429348362062	-0.0685037056654177	-1.04862853204295	0.502070670336667	0.0628851303983041	-0.168964970613777	-1.12425162603279	0.00982140777376819
"205148_s_at"	0.0772252246533566	-0.150552910936971	-1.10999479457487	0.0559901763068171	0.0370440819470269	-0.0787961025850087	-1.05613635008327	0.0384716930953827
"205149_s_at"	0.158819230022573	-0.416523714759507	-1.33470759583126	0.0110857212113531	0.0678815865929278	-0.145534327366539	-1.10614025587349	0.0370254473821764
"205155_s_at"	0.122434920726884	-0.277318130539289	-1.21193987738833	0.0271979214977575	0.0534764071748746	-0.119415178803498	-1.08629442517282	0.0301460583900344
"205160_at"	0.0530371637670983	0.14793471010493	1.10798220443424	0.00710165735110073	0.0372187835000823	0.112123926589719	1.08081823965378	0.00409102774852868
"205171_at"	0.0846462048148465	-0.243032245066972	-1.18347747286166	0.00567153342884819	0.0376145937293215	-0.126841947747201	-1.09190091765479	0.00146347155452072
"205172_x_at"	0.105626059124047	-0.172661039540761	-1.12713556111187	0.107448654856783	0.0365015242209886	-0.0836115723889421	-1.05966744277002	0.0263261552666115
"205176_s_at"	0.104568172487973	0.322639653072268	1.25061667024996	0.00309236657044291	0.088749587517904	0.185550251043498	1.13725064356429	0.0417625215273201
"205178_s_at"	0.118147326052268	-0.184786638968561	-1.13664886112613	0.123157528460681	0.047062806115709	-0.115521876981055	-1.08336686913867	0.0177013442640165
"205184_at"	0.0464404970210089	-0.0259794624306459	-1.01817070543302	0.577996772608185	0.0269120122639516	-0.0592202780550228	-1.04190249986473	0.0325142059348283
"205204_at"	0.0445135241327907	-0.0687997372046053	-1.04884372580224	0.127550618862356	0.0360706764115112	-0.0799306326796863	-1.05696721849281	0.0313711314504691
"205208_at"	0.104661390935258	0.196900928563062	1.14623346992711	0.0648660407448057	0.0529123469226806	0.215559630487213	1.16115424607561	0.000168621046691977
"205224_at"	0.0550179716379735	-0.0212492813712214	-1.01483788393029	0.700719829578011	0.032476474707237	-0.0872055661941261	-1.06231054182116	0.00986470545509796
"205230_at"	0.132025843700673	-0.228826383510439	-1.17188124891278	0.0882851469351705	0.0541637827592225	-0.157200801066737	-1.11512141575912	0.00553692244302462
"205247_at"	0.0553868491771372	-0.0485543173238977	-1.03422803462251	0.384237781740434	0.0321026478059604	-0.0741176958344573	-1.05271703242599	0.0252155582710283
"205259_at"	0.110332330524464	0.206257235647488	1.15369129237601	0.0665299246065365	0.0535227954201176	0.157900566682688	1.11566242607464	0.00485923787376738
"205263_at"	0.0704318299106809	0.230070843188715	1.17289254242054	0.00181627201694044	0.0462845069881322	0.103008802584918	1.07401102466435	0.0306771730088064
"205270_s_at"	0.0565670915492317	-0.0763048502829654	-1.05431418278772	0.18251522462624	0.0473321034950383	-0.152137549311669	-1.11121466894211	0.0023154322316421
"205292_s_at"	0.0899405409363879	-0.161493605590475	-1.11844445157514	0.0776860394846736	0.0482362819206368	-0.15028200662535	-1.10978638313895	0.00306678102398408
"205303_at"	0.0465599903308756	-0.00653992743622256	-1.00454342245059	0.888773117070579	0.036375039838956	-0.0731007254423942	-1.05197522297948	0.0499929304773282
"205323_s_at"	0.052460274900187	0.0550045802974791	1.03886240149385	0.298684649458442	0.0404520633520096	0.1021232663239	1.07335199149976	0.0148731620609115
"205336_at"	0.224475539601467	-0.429647068111224	-1.34690403838199	0.0604740382461986	0.0916193127983382	-0.269922373441965	-1.20574294898079	0.0049131488209475
"205340_at"	0.0595908040643938	0.109126707353639	1.07857515538767	0.0721110271988772	0.028848136818958	0.0608393740188883	1.04307245404169	0.0400830830459743
"205341_at"	0.0463329043919857	-0.0384400791613871	-1.02700277449025	0.410081169059703	0.025360231917235	-0.0528390724004591	-1.03730422244419	0.0424400380079595
"205351_at"	0.0426257816894206	-0.0902538807520488	-1.06455750331647	0.0384549534365474	0.0309418712103134	-0.12601509243685	-1.09127529313167	0.000169303458554728
"205370_x_at"	0.0942932006677583	-0.00332148772595234	-1.00230493213381	0.972019152380218	0.0374101498022269	0.0902356255297315	1.06454403296384	0.0196528325028686
"205383_s_at"	0.192844916921508	-0.0700442235770558	-1.04974886155176	0.717742201588029	0.051481010906319	0.106130766583871	1.07633768013607	0.0445760444519331
"205407_at"	0.0768835237469144	0.209236481887598	1.15607619128075	0.00852928964100179	0.0540193174713398	0.118325072171952	1.08547392641789	0.033281662850958
"205417_s_at"	0.0735895012353338	0.161795306599787	1.11867836872022	0.0318389359453788	0.0436357368312779	0.147619359957695	1.10774004364676	0.00141749719536564
"205425_at"	0.0877558052928567	-0.244099251362391	-1.18435308757153	0.00725178318746946	0.0484754880099137	-0.121628859345874	-1.08796252176178	0.0154610325112322
"205432_at"	0.0582699024535299	0.153259777939787	1.11207938533744	0.0108684336184641	0.0352322109134003	0.0888857234491032	1.06354842538695	0.0149366131342138
"205440_s_at"	0.172862470228042	0.223469960388813	1.16753836750861	0.201133227153765	0.0921604131202709	0.198424615381053	1.14744469154895	0.0362653195465297
"205454_at"	0.114212789734679	-0.173075415901688	-1.12745934777531	0.135016569185775	0.0583599005694825	-0.156157276035925	-1.11431512175238	0.0101093762785552
"205455_at"	0.0449978258850378	-0.0554843350462738	-1.03920792292043	0.222449417935562	0.0275339875962681	-0.101549321807876	-1.07292506692582	0.000565930693076741
"205476_at"	0.074500036691996	-0.0413084830215046	-1.02904671939716	0.58134895734216	0.0410604044420676	-0.08628198792787	-1.06163069409115	0.0407766304189452
"205484_at"	0.0463947624079495	-0.0852555267393345	-1.06087562451483	0.0711566407354742	0.0399422516067704	-0.0877782234554543	-1.06273229456877	0.0327320643159707
"205486_at"	0.0604425316879252	0.05824117449753	1.04119563921072	0.339189752923348	0.035491824592093	0.0914515927468302	1.06544165600403	0.0130382094595063
"205507_at"	0.0727933594499681	0.0927510456121279	1.06640174450138	0.207599626429306	0.0395829304461303	0.082243464910936	1.05866303661681	0.042993627563994
"205543_at"	0.151339711091646	-0.261500973888583	-1.19872520477085	0.0892361593432379	0.0955396418508228	-0.261470772463973	-1.19870011088133	0.00861971831367601
"205548_s_at"	0.118744035513991	0.331837202046953	1.25861513965585	0.00699999583577295	0.0842507795058781	0.187839199438292	1.13905641267758	0.0303946856664612
"205549_at"	0.161474992902458	-0.15359263747489	-1.11233599461555	0.345390765659153	0.0849380400550323	-0.17221051321017	-1.1267836329819	0.0480699557137658
"205572_at"	0.0951888415452329	-0.0839580788370683	-1.05992198422871	0.381347546944506	0.0648018990444501	-0.160018511775208	-1.11730147450539	0.0170685237657259
"205580_s_at"	0.0473066539065548	-0.0611407584241012	-1.04329037855146	0.201245617895366	0.03085607252025	-0.0817112700689096	-1.05827257911509	0.0108585343017117
"205589_at"	0.0321641639892949	0.0557381402157677	1.0393907609683	0.0883329972742117	0.0285939434481445	0.0850728820085116	1.06074132650124	0.00453597715807015
"205591_at"	0.0910446111007484	-0.179757016229805	-1.13269309707655	0.0530248499284844	0.0378790532065715	-0.111950353468868	-1.08068821237513	0.0047889314072475
"205592_at"	0.0629175186276606	-0.109068194961044	-1.07853141174721	0.0882284117570342	0.0504250841879445	-0.11110995308765	-1.08005887194955	0.0322927769901866
"205595_at"	0.034964328070345	0.0811067221038201	1.05782921271498	0.0238370088057723	0.0277890224740043	0.0591057563019787	1.04181979647859	0.0384842558369971
"205604_at"	0.0373517525688461	0.0902124071786436	1.06452690061257	0.0188430984018661	0.0298466246394532	0.0862060519887499	1.06157481686144	0.00575165366354054
"205629_s_at"	0.0578309266150967	-0.154598675845293	-1.11311193334573	0.0096991779800705	0.0516558376630054	-0.107878506237357	-1.07764238966015	0.0419793839198852
"205630_at"	0.22515208407021	-0.550109775451644	-1.46419710326233	0.0175656189864564	0.174366527524034	-0.522391530140741	-1.43633426163566	0.0042837383724865
"205635_at"	0.161636810342907	-0.327101429686086	-1.2544903992475	0.0475396487643453	0.0655926020193511	-0.167467121656671	-1.12308500023034	0.0138399096483749
"205654_at"	0.0409857799209084	0.0215178134731813	1.0150267955894	0.601545816216423	0.0286964120737142	0.0646578048158132	1.04583684662753	0.0287587957023076
"205656_at"	0.141541477064575	-0.321973125866464	-1.25003901697917	0.0265703028051262	0.0618689204083998	-0.131998845802281	-1.09581088976697	0.037913835421106
"205682_x_at"	0.0431706361114443	0.047348257003632	1.03336380474022	0.277198379009652	0.0373343397199837	0.0856415756523767	1.06115954084535	0.0261223790468754
"205691_at"	0.159695737800488	-0.159347149784538	-1.11678165623874	0.322442893719676	0.0395092966528632	-0.0890275295515686	-1.06365296935852	0.0287477057275107
"205692_s_at"	0.0423034137703598	0.0816972150687278	1.05826226927939	0.0582643481693003	0.0353499881725594	0.115783668000041	1.08356347441043	0.00194138317927319
"205695_at"	0.0684731667304825	0.152405814598525	1.11142131555187	0.0298629198055428	0.047017188309284	0.139929994174947	1.10185164795509	0.00452425751065241
"205697_at"	0.0441896472521817	0.0976494611688114	1.07002867661811	0.0310131859400649	0.0255344093926059	0.058293647411638	1.04123350969712	0.026809823586976
"205708_s_at"	0.0472969876187993	-0.0378237750912161	-1.02656414345778	0.427088134712577	0.0221677979372065	-0.0512448000192102	-1.03615856656129	0.0250416084224377
"205721_at"	0.0564748729264883	-0.10435634932953	-1.07501467141166	0.0696405119464082	0.0302217986794854	-0.090847242884429	-1.06499543233726	0.00416592238032299
"205754_at"	0.0478550876401401	0.00146324400990709	1.00101475797877	0.975710434660353	0.0310447806178342	-0.0726969945649527	-1.05168087424591	0.0233069397266988
"205760_s_at"	0.0442698177688669	0.134367229390726	1.09761129241094	0.003573274779267	0.036376300921383	0.0986836326157198	1.07079598349128	0.00917789796504424
"205781_at"	0.0551393266299933	0.00361789670504228	1.00251088189788	0.947907185366268	0.0325151571448958	0.0715679801137371	1.05085817894757	0.0324728008141021
"205807_s_at"	0.0866974114946758	0.276494231168261	1.21124795608098	0.00228478476495914	0.0584062058029069	0.17862490327866	1.13180459778738	0.00360163524130557
"205818_at"	0.132465309765699	-0.237294228423468	-1.17877978789496	0.0783633501182127	0.0573536067812131	-0.148105098872687	-1.10811306983957	0.0128532640741252
"205823_at"	0.0657003265122539	-0.176853406497576	-1.13041569876287	0.00923289819340171	0.0504283348623764	-0.156882542800886	-1.1148754473072	0.00310631999588327
"205855_at"	0.0354104398263651	0.0808949788193019	1.05767396729643	0.0259557576166587	0.028978022537334	0.0667006606042567	1.04731880029541	0.0256393794063579
"205895_s_at"	0.0767939165252102	-0.269689695484166	-1.20554850235366	0.000860202196401428	0.0402162097836069	-0.136864010050398	-1.09951250322652	0.00133544889232234
"205897_at"	0.058842411520834	-0.0415497168441562	-1.02921880124548	0.482893527581298	0.0296306537905749	-0.0775654093135341	-1.05523579547474	0.0117416158455741
"205900_at"	0.0363033812426375	-0.0573383461919573	-1.04054427021018	0.119586252459275	0.0300357141231957	-0.0796146369415068	-1.05673573467143	0.0107880380546558
"205901_at"	0.0564158260489147	-0.137937324520044	-1.10033080629101	0.0174894764498405	0.0561430658071492	-0.139788593145137	-1.10174365886641	0.016220526820258
"205915_x_at"	0.183976612776544	-0.542953147706655	-1.45695179784055	0.00453531641660213	0.0930742482917121	-0.19247405980214	-1.14272167575307	0.0439438407917663
"205930_at"	0.0674193144881507	0.174504151342292	1.12857645081716	0.0121241733911708	0.0478721623002592	0.0965539535252158	1.06921646086197	0.0492013203724016
"205933_at"	0.0655746305505874	-0.0523117144358233	-1.03692511898833	0.428218655677068	0.0432557053321206	-0.0956303141647994	-1.06853214829601	0.0317472341261593
"205960_at"	0.0765969024986261	0.0487910569386196	1.03439776060714	0.526598773769733	0.0558028881564126	0.118138395618637	1.08533348133672	0.0393551488342685
"205984_at"	0.0742901716004835	-0.188037353738861	-1.13921287292846	0.0140555685417388	0.0467125443229819	-0.114528607053016	-1.08262124698213	0.0178266681918334
"205995_x_at"	0.0429680786566516	0.107815677958012	1.07759546016992	0.0148662564411519	0.0380095271903747	0.127704095564942	1.09255362755178	0.00151757412249728
"206001_at"	0.165161865607202	-0.375065486779383	-1.29689842209763	0.0268178974739832	0.117027596807433	-0.299822279295079	-1.23099276218459	0.013533948215465
"206012_at"	0.035767939535814	0.0715947177828923	1.05087765482978	0.0499280517096266	0.0356657852527841	0.0726307157838256	1.05163256013697	0.0471306941935262
"206017_at"	0.0703658818049512	0.154692258529809	1.1131841394451	0.0318554625426469	0.0577652136381391	0.124966881054544	1.09048269892594	0.0354187999776351
"206028_s_at"	0.118186071013106	0.22170803415961	1.16611335336867	0.065615571826538	0.056834045113515	0.127620336701952	1.09249019876703	0.0292811448740712
"206042_x_at"	0.248272433049427	-0.580594183037257	-1.49546503851084	0.0227676626531595	0.0448890881383896	-0.148335172549401	-1.10828980017475	0.00178389060947754
