"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"
"1"	-0.17845727292222	-0.113272621941897	-0.0224810244471586	-0.0246526588337758	0.0357823174067329	-0.0726118891907182	0.176578905116083	-0.0709842195798132	0.087807338795784	-0.021852206599991
"2"	0.0946428273848073	-0.149764718513963	-0.0794450250764448	0.0478923720425986	0.0930207696107281	-0.333999170240514	0.0542535781166149	0.309572983607573	-0.031030963943553	0.135022640619879
"3"	0.296935186912912	-0.170777525224963	-0.00943585852170402	-0.0304600401766982	-0.23567159245851	0.0092289501106691	0.144925865839344	-0.0977402981329478	-0.125123895040988	0.0844570998749818
"4"	-0.0590847947499807	0.0934689534189413	0.117364121168773	0.10026714987623	-0.0988510350813724	-0.0388632293774807	0.00408858169029969	-0.0181992330994207	0.0343227635858117	-0.141396131213503
"5"	-0.0817767046026389	0.0391331014791254	0.0895233817104042	-0.0493422152553829	-0.110335933320748	-0.0704730288399302	0.0425396442083402	0.00450927140707924	-0.107021662026	-0.152218844549819
"6"	-0.0420013626453114	0.0659425807177663	0.113523991788275	0.0080726353922097	-0.142073370482309	0.00665267920695136	-0.0503983144071748	0.000730164323981604	0.119495936298706	0.0644792163002471
"7"	-0.0433073884897194	-0.0970157857318656	0.117842826189428	-0.0984385016871941	0.41324222862342	0.0945161004560572	0.210698774485947	-0.266728879596008	-0.158658542969147	0.171687285332509
"8"	-0.0695290343004491	0.0452853085295632	-0.115468042127608	0.0459858520523553	0.102752920202797	0.00549955650850079	0.177521403912267	-0.176406457889705	-0.0778163136130998	0.158313333104593
"9"	-0.0434423580636846	0.145838821958777	-0.0918644349753204	0.093422595278967	-0.187886670036915	0.0791047185923166	-0.0102658710760767	-0.215757971918244	-0.0253702842271927	0.018680762709837
"10"	-0.031635096930821	-0.296072036198301	-0.38252997267987	0.193753180131954	-0.0198960665323552	-0.0467510486974466	0.0467904116017912	0.0118504580322521	-0.0538081622939586	-0.0436980793278569
"11"	-0.0344161199375152	-0.0190850164807558	0.00847233347192639	-0.0858766703459305	0.191657295100054	-0.0910478306247398	-0.0133356467272685	-0.142425408869161	-0.0645641090067535	-0.101619033887722
"12"	0.0724562536664657	0.167156510398893	-0.0203640860314052	0.02564870744804	-0.100181841843878	0.140517045936121	0.206941345391094	0.186005569647269	-0.194568838339809	-0.264491097986805
"13"	0.0543385944148645	-0.0827330699143624	-0.0728390399999616	-0.200314290081618	-0.199603069577869	-0.124458169669173	0.237760482896851	0.177446457718363	0.0710845380388348	0.089626296322498
"14"	-0.209084411758968	-0.47150783678761	-0.179826843378164	0.321949661947821	-0.0276105190666619	0.388477988077174	-0.271997237287831	0.15724075358914	0.102224916250061	-0.198984207029779
"15"	0.32953133887276	-0.120645255756238	0.126117624898088	0.145602821551569	-0.23614953259248	-0.0998721722962662	-0.0332386937819058	-0.449470433714576	0.0971941567371968	-0.209409069764785
"16"	-0.0840847744528324	-0.0539941718864946	0.00419587667453768	-0.0813887913292923	-0.0999811330989775	-0.147574178256164	0.102998111771897	0.0876557147315337	0.0155125542215344	-0.053447218359152
"17"	-0.0582298199863938	0.0332186502587213	0.169142083041013	0.023348980383785	-0.0392347028966082	-0.0310141550510669	-0.100086582489248	0.0306349435550993	0.0628504112223056	0.0320639047522321
"18"	0.0555774555732817	0.196545111079904	-0.1683759097562	0.0757684197785238	0.177872591017892	0.13149086140368	0.134778155337389	0.0075338197497483	0.311373374021868	-0.0031604398750251
"19"	-0.130880661401354	-0.157896955711491	0.423472523879922	-0.148425276843021	0.0894940233441264	0.176938267356088	-0.163599912311515	0.0652717023278288	0.178608995503456	0.0360365998032247
