"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"
"20"	0.338753258718491	0.0448458728841591	-0.148947217402936	0.18481632891615	0.251390856108121	0.0707371775856445	-0.130578182071511	0.0342186037974105	0.30354237330393	0.27289040893718
"21"	-0.114234489759752	-0.210768958147921	-0.125015895502025	0.050051838407526	0.108411809817185	-0.0204738298225165	0.179500246106284	0.00145315146717368	-0.0154745739916517	-0.0224255504478437
"22"	-0.119654243937748	-0.0540773607939053	0.0413889137998556	0.000233113069587378	0.0957176577396079	-0.174405189594709	0.026263710191677	-0.0675094049700208	-0.0469329527065346	0.0882170182219493
"23"	-0.0207408994354782	0.0988197387025769	0.0381675203878526	-0.0140279184902075	-0.118237095269942	0.0580498401727105	-0.0930862001871241	-0.00841725751272768	0.0140661910102404	0.0753268967098232
"24"	-0.0363770429600675	0.155444916867621	-0.0290799689314407	0.149690296780188	-0.112107440041658	-0.024628633637902	-0.133233107371247	-0.144135934857669	-0.0176259818127236	0.133788658574392
"25"	0.100535884332865	0.0336981751822268	-0.152013523143588	-0.237074430959031	0.0510064928691518	0.0256374908764056	-0.0947646538277483	0.148278112059104	-0.202798583945448	-0.0439448452014963
"26"	-0.0451923319686561	0.0309299647040519	-0.0324832888590855	-0.0666091266913324	0.00475170173630718	-0.0971128839553461	-0.114472573265536	0.0442625911075267	-0.0521859145337891	0.149684334456892
"27"	0.22139919703402	-0.0196787416796037	-0.149699879344953	0.14211319982712	0.0518837735503442	-0.189109632242147	-0.230778847802703	-0.0129932234649193	-0.123602896819092	0.00129548020573452
"28"	0.195705415419932	-0.150008641831584	-0.114472593737766	-0.351732785439573	-0.000658431484359041	0.272898246535022	-0.276640135327113	-0.000767140144386087	-0.18246055192936	0.19442589593995
"29"	-0.0651586605811808	-0.0199404508546591	-0.0405620664524452	-0.0315239065884686	-0.131407448265211	0.000338946390456693	0.0617653651722769	-0.042730523345154	0.0773996979175565	0.037605697304965
"30"	-0.0816470689093711	-0.0112737669631726	0.0595917703036653	-0.112087463450292	-0.0636671423526041	-0.012170642233084	-0.0638270207589295	0.0419866744845249	-0.112541881467125	0.0405092596693445
"31"	-0.0894217641123954	0.0855188485105372	-0.00924627539143586	0.119495765350992	0.0622947193049368	-0.0977844438468371	-0.138076869201471	-0.049822528919321	-0.0341364761122492	0.0720515426737557
"32"	0.335575025510783	-0.145346578920034	0.0564050140079589	-0.14968037307385	0.260773062187297	-0.100601774476375	-0.0784620930443222	-0.111584542543522	0.112764498342453	-0.29285716912865
"33"	-0.125919187144337	-0.0909263605770728	0.0455829935322266	-0.109434632555215	0.0406849098629118	-0.0435357944989914	-0.00184190990209176	-0.0725060744771322	-0.0128019895405848	0.0676718898562809
"34"	-0.0126812890936023	0.0722664051741335	0.176892189430036	0.00681133279445243	-0.00955158372772804	0.111230777519244	-0.181018613229857	0.0459547283522439	-0.0219134934259861	-0.161573072800601
"35"	-0.0379005205853173	-0.0788029513060193	-0.0664239224307221	-0.0177073964784374	-0.134591997670245	-0.213121822607233	0.0775343681366834	-0.105953179474878	0.0417431830484662	-0.0496539844955981
"36"	0.0931968311907117	0.0707476999257814	-0.0586354415988338	0.00565144255922011	-0.166550786090383	-0.073884900746498	-0.1669717152279	0.198216870105337	-0.163953121154331	0.0475643416878686
"37"	-0.00995175446516558	0.0401148930559009	0.0689094645092117	0.0540811067297755	-0.00229179208028908	-0.118932117050951	-0.00340762949495508	0.14260932932465	-0.0423688163075834	0.0483084621097747
"38"	-0.0673705210122643	0.042988506176471	0.163323660418684	0.105101233027553	0.0352967254198276	-0.0407230391242163	-0.0851446053138885	-0.153485916086043	0.00518672180006096	-0.179563404393334
"39"	0.0330635972374175	0.162488123516649	-0.0965349430327137	0.0423042069084773	0.0750116398716336	0.0615701151364757	0.0642052711739589	0.01608487442198	0.0815385057368044	-0.0701777094272413
"40"	-0.0471580770040013	0.0168165724992225	-0.023185719511086	-0.105886999200518	-0.0501003365655641	-0.0125223059028268	-0.0467016068921783	0.0875267523693859	0.0187951758661833	0.147373991657646
"41"	0.0261416012227108	0.113268337484699	0.0729559924712802	0.230140747844084	0.164402714293988	0.174388468896865	0.135048168782002	0.13554941766197	-0.425175739299407	-0.190394833644592
"42"	-0.0679139603749326	-0.0930526845172076	-0.0172646802850254	-0.108373878756284	-0.11970157076593	0.0864857320327129	0.121818422553051	-0.00540263904699961	0.0884877121207762	0.0396926933000381
"43"	-0.0894185768604869	0.0591196348290547	0.0912054784824506	0.0605247920444514	0.103725735143039	-0.14452937316943	-0.0477185797844513	0.0720314861596573	0.000503558421872165	-0.0543300468447558
"44"	-0.092764476441155	-0.00293001692585357	0.0587240695933348	-0.0175410777582089	0.116199072304641	-0.113210101093075	-0.152642859387708	-0.0495589596562803	-0.238416100534065	-0.0944628575662752
"45"	-0.0712433982984727	0.0660831024307519	-0.0307731774207348	-0.0981094479049829	-0.100826754390927	0.143610828009046	-0.0492176978362985	-0.0695192680646432	-0.114410852620098	-0.0139250043412684
"46"	0.0510998582327008	-0.00532910877595073	0.135566934532039	0.162911417117994	-0.0478324046283344	-0.206017441664556	-0.120268453707698	0.125586646406216	0.0324239054979663	0.038788183378516
"47"	-0.0401018121562943	0.0367167867589875	0.044328467164904	-0.156039910405721	-0.0762360585514106	0.139008263595763	-0.013825761084986	0.00585181103823416	0.129836789585267	0.142040296068288
"48"	0.0269158087340704	0.19480975891461	-0.0848546046139831	-0.000507578113337255	0.121840333699857	0.0716291269750091	0.117720069272159	0.0883490523685445	0.12987976461325	-0.131343500634962
"49"	-0.0558674385848941	0.129247706676276	0.0205389265802587	0.0944808994753555	-0.0902743175904804	-0.0216898529665315	-0.15744276877715	0.0354543260541688	0.0582814117536203	0.11677304251662
"50"	0.0152058019933591	0.221359737433974	-0.14993736757885	0.0214481715819469	-0.174734768742215	0.161167495569156	0.0629726517170941	-0.0296834107212395	0.145478742267654	-0.000904133063172869
"51"	-0.0512919692119773	0.038619537310024	-0.15941228433642	-0.083760040851516	-0.0365859014398437	0.0450316359537214	0.105862711583904	-0.243524793123697	-0.0210663802906928	-0.00273908917385678
"52"	0.24798785511067	-0.14469434300102	0.395129642630799	0.329014521853129	-0.0751637265479068	0.21532959715504	0.319405062220566	0.0829627278858014	-0.154897878816106	0.320703883482298
"53"	-0.213902578471543	-0.214821049019134	0.000442944793110875	-0.0347185796011131	-0.0645803675951786	0.0354552020125681	0.121318942978569	0.0131408512845493	0.105432683685062	-0.0737275878398617
"54"	-0.0612461567190451	0.0706822703128396	-0.0507437854378145	-0.138868400135612	-0.0738479169974961	0.0234952849734101	0.0602774015492598	0.072148901963605	0.00259102332536067	0.00680776179847643
"55"	0.115160774758378	0.126878156796259	0.00165628361967219	-0.103780616719786	0.112413561903256	0.242231898723947	0.0746362091822724	0.111908067301941	0.037138988740113	-0.104521158601785
"56"	-0.0124022370661995	0.114650491459591	-0.00697956242284892	0.0236570885978306	0.107848273102342	-0.120680701092953	0.0885453983251231	0.201351897132782	0.105609158037568	-0.156651763778775
"57"	-0.0924265806716182	0.0888257824036167	0.0138205519509138	0.0763665253033873	0.0463044983862267	-0.00674606598881034	-0.0311667308875042	-0.07306037018196	0.0898419934917636	-0.0106960203659989
"58"	-0.0806725908565269	0.0780048859482599	0.016994004718606	0.0956905143256303	0.0946661965433536	-0.0633508062392381	-0.00433160153925816	0.0369996764561638	0.0587342963424964	0.175412940464342
"59"	-0.0687474022793744	-0.0125493246976243	0.0630533973601386	-0.0868545431590309	0.147776073052783	-0.0363843002063008	-0.0325364654903462	-0.0208172196687406	0.102736242015997	0.0599473277337148
"60"	0.256003007936627	-0.0898672098317648	0.109915772497502	-0.227303146746735	-0.047297840915176	-0.035910672254522	0.0477953330691023	0.107044360165943	0.183225375581554	-0.230584432365109
"61"	-0.0228887450540821	0.0972975981905018	-0.155352321178321	-0.065776220766743	0.0374991964990032	0.0534689008977824	-0.113465652886904	-0.188237458999583	-0.184986020414241	0.00750534714176384
